h2,ch4,c2h2,c2h4,c2h6
50.0,42.0,33.0,10.0,98.0
6709.0,10500.0,750.0,17700.0,1400.0
48.0,20.0,31.0,41.0,69.0
290.0,966.0,57.0,1810.0,299.0
128.0,35.0,0.001,17.0,213.0
300.0,700.0,36.0,1700.0,280.0
400.0,940.0,24.0,820.0,210.0
4230.0,690.0,1180.0,196.0,5.0
97.73,12.93,34.03,13.26,0.98
6.0,2990.0,67.0,26076.0,29990.0
41.0,16.0,106.0,58.0,19.0
820.0,1740.0,128.0,867.0,951.0
36.33,41.71,25.72,22.74,0.58
75.0,15.0,250.0,14.0,7.0
88.0,21.8,41.5,41.2,79.2
37.0,96.0,0.001,57.0,19.0
26788.0,18342.0,0.001,27.0,2111.0
235.46,333.59,148.87,1201.85,177.52
109.0,226.0,0.001,192.0,68.0
60.0,85.0,227.0,67.0,5.0
6.44,18.36,5.01,44.49,0.37
124.0,166.0,0.001,59.0,87.0
55.0,22.0,0.001,2.6,358.0
36036.0,4704.0,10.0,5.0,554.0
441.0,207.0,261.0,224.0,43.0
34.0,174.0,0.001,361.0,52.0
24.0,78.0,7.0,779.0,266.0
35.0,11.0,146.0,7.0,0.001
500.0,97.0,121.0,40.0,193.0
137.0,279.0,0.001,505.0,66.0
16.0,98.0,0.001,64.0,35.0
5.0,14.0,0.001,5.0,234.0
179.0,39.3,168.0,654.0,64.0
42.13,62.69,37.19,37.46,0.77
60.0,5.0,32.0,21.0,2.0
716.0,7.1,6.8,20.0,33.0
26.6,4.0,50.0,8.0,0.001
78.0,66.0,0.001,2.6,283.0
93.5,131.9,0.001,11.7,39.0
40280.0,1069.0,1.0,1.0,1060.0
3559.0,187.0,1140.0,230.0,22.0
14.98,22.72,54.38,6.62,0.73
120.0,25.0,40.0,8.0,1.0
0.001,33.7,0.001,11.4,136.0
62.78,63.16,3.85,13.67,0.77
124.0,14.0,13.0,0.001,4.0
69.0,174.0,0.001,15.0,267.0
14.0,14.0,1.0,7.0,124.0
10000.0,6730.0,10400.0,7330.0,345.0
180.0,175.0,4.0,50.0,75.0
6.0,38.0,0.001,32.0,93.0
157.0,46.0,0.001,12.0,76.0
0.001,116.0,0.001,0.001,70.0
16.91,4.13,9.13,6.2,0.53
650.0,81.0,270.0,51.0,170.0
19.0,47.0,0.001,62.0,27.0
24.0,20.0,0.001,87.0,4.0
810.0,580.0,490.0,570.0,111.0
200.0,700.0,1.0,740.0,250.0
63.81,34.15,23.03,36.6,0.02
37.0,123.0,0.001,52.0,67.0
0.001,21.0,40.0,0.001,0.001
181.5,22.0,0.001,3.7,76.0
1570.0,735.0,1740.0,1330.0,87.0
90.0,28.0,32.0,31.0,8.0
105.0,23.0,3.0,4.0,13.0
59.0,119.0,0.001,70.0,36.0
217.0,286.0,884.0,458.0,14.0
172.9,334.0,37.7,812.5,172.0
197.0,12.0,0.001,15.0,6.6
21.0,42.0,0.001,92.0,4.0
19.0,12.0,63.0,8.0,2.0
254.0,5.2,88.0,9.3,0.001
565.0,53.0,0.001,47.0,34.0
34.0,83.0,0.001,136.0,100.0
38.0,38.0,0.001,14.0,296.0
46.0,21.0,93.0,11.0,1.0
24.0,109.0,0.001,0.001,69.0
111.0,67.0,0.001,9.0,105.0
1900.0,285.0,7730.0,957.0,31.0
5100.0,1430.0,1010.0,1140.0,0.001
88.58,20.9,48.65,26.93,0.43
1.0,27.0,1.0,4.0,49.0
1900.0,530.0,434.0,383.0,35.0
1.0,8.0,6.0,100.0,8.0
5900.0,1500.0,2300.0,1200.0,68.0
4.0,2.0,0.001,63.0,1.0
7.0,31.0,0.001,148.0,23.0
9.14,1.39,24.85,40.92,0.31
25.0,49.0,0.001,58.0,42.0
1000.0,500.0,500.0,400.0,1.0
625.0,130.0,0.0001,2.0,47.0
50.0,274.0,6.3,320.0,95.0
245.0,120.0,167.0,131.0,18.0
16000.0,3600.0,0.001,14.0,670.0
46.0,20.0,42.0,10.0,14.0
234.5,30.28,175.88,47.69,6.11
12.0,270.0,0.001,275.0,0.001
122.0,161.0,0.001,35.0,271.0
100.0,200.0,11.0,670.0,110.0
27.0,28.0,0.001,8.0,136.0
183.0,6.0,0.001,5.0,0.001
620.0,325.0,244.0,181.0,38.0
88.7,460.8,18.3,184.6,94.9
30.0,14.0,43.0,9.0,1.0
57.0,141.0,0.001,51.0,38.0
38.63,59.93,50.53,15.57,0.52
476.0,28.0,148.0,36.0,27.0
2500.0,10500.0,6.0,13500.0,4790.0
32930.0,2397.0,0.001,0.001,157.0
119.0,8.0,21.0,0.001,20.0
392.0,153.0,236.0,45.0,82.0
9.0,47.0,0.001,628.0,144.0
800.0,160.0,600.0,260.0,23.0
240.0,20.0,96.0,28.0,5.0
7150.0,1440.0,1760.0,1210.0,97.0
43.0,116.0,0.001,139.0,65.0
36.0,21.0,0.001,2.0,65.0
150.0,22.0,11.0,60.0,9.0
13.2,18.7,4.7,79.5,97.4
105.24,117.78,43.16,34.13,0.68
23.0,63.0,0.3,10.0,54.0
71.0,151.0,412.0,89.0,9.0
127.0,107.0,224.0,154.0,11.0
1170.0,255.0,325.0,312.0,18.0
1084.0,188.0,769.0,166.0,8.0
0.001,187.0,0.001,13.0,609.0
160.0,24.7,0.001,0.001,38.5
7.0,15.0,0.001,58.0,78.0
166.0,21.0,0.001,6.0,38.0
5.79,101.56,33.17,26.24,0.29
18.63,73.23,67.61,26.4,0.41
135.0,27.0,13.0,9.0,24.0
15.81,110.16,53.17,17.45,0.49
13.0,138.0,0.001,16.0,83.0
89.37,92.97,37.62,27.93,0.34
505.57,475.35,3.29,524.45,242.3
119.0,8.0,12.3,7.9,23.3
9340.0,995.0,7.0,6.0,60.0
30.0,51.0,0.001,54.0,12.0
19.3,103.0,0.6,19.0,159.0
2091.0,149.0,0.001,3.0,20.0
24.0,80.0,6.0,741.0,258.0
3420.0,7870.0,33.0,6990.0,1500.0
58.94,123.07,7.52,8.43,0.61
80.0,619.0,0.001,2480.0,326.0
9.71,55.36,30.4,23.14,0.05
153.0,18.0,278.0,0.001,9.0
35.0,283.0,0.001,222.0,121.0
645.0,86.0,317.0,110.0,13.0
5900.0,1500.0,800.0,1200.0,68.0
90.15,4.88,40.41,1.81,0.54
38.28,111.79,0.17,3.56,0.25
17.0,21.0,4.0,0.001,118.0
2587.0,7.88,0.001,1.4,4.7
53.0,189.0,5.0,295.0,25.0
11.0,13.0,0.001,127.0,2.0
142.0,17.0,38.0,7.0,4.0
16.0,105.0,0.001,15.0,224.0
215.0,84.8,212.0,1002.0,87.7
3.0,5.0,3.0,185.0,90.0
78.62,35.92,16.41,26.94,0.43
2.82,6.09,69.55,18.75,0.96
103.5,4.7,0.001,3.5,16.3
112.0,68.0,0.001,9.0,136.0
111.7,19.4,3.8,6.4,104.1
73.09,74.29,42.9,31.73,0.73
117.0,17.0,1.0,3.0,1.0
68.65,102.24,44.12,34.42,0.29
1100.0,1600.0,26.0,2010.0,221.0
35.0,29.0,0.001,78.0,7.0
109.0,16.0,0.001,0.001,0.001
169.0,38.0,5.8,6.5,48.5
93.19,101.13,28.59,12.85,0.56
205.0,20.0,6.0,0.001,8.0
31.0,63.0,7.0,714.0,246.0
300.0,490.0,95.0,360.0,180.0
91.5,6.64,54.53,39.61,0.14
29.05,87.93,66.45,44.62,0.96
27.09,124.34,53.19,32.0,0.26
507.0,1053.0,17.0,1440.0,297.0
315.0,60.0,218.0,93.0,14.0
10.0,63.0,0.001,35.0,176.0
151.0,51.0,19.0,12.0,16.0
0.001,10.0,5.0,68.0,17.0
106.0,4.0,0.001,1.0,2.0
103.0,74.0,0.001,9.0,80.0
82.42,6.62,50.08,30.73,0.54
92.32,59.41,68.91,18.64,0.77
24.7,20.4,6.8,71.0,117.0
305.0,85.0,130.0,197.0,25.0
8200.0,3790.0,5830.0,4620.0,250.0
74.8,30.1,0.001,13.6,82.3
310.0,230.0,760.0,610.0,54.0
3700.0,1690.0,3270.0,2810.0,128.0
61.0,21.0,89.0,26.0,2.0
4419.0,3564.0,2025.0,2861.0,668.0
13500.0,6110.0,4040.0,4510.0,212.0
10.0,24.0,0.001,5.0,80.0
12.0,28.0,0.001,3.0,102.0
60.0,5.0,21.0,21.0,2.0
120.0,31.0,94.0,66.0,0.001
89.0,281.0,22.0,1216.0,145.0
22.0,14.0,56.0,6.0,19.0
9.9,59.61,2.83,35.39,0.57
74.0,173.0,0.001,33.0,263.0
80.81,12.73,26.18,42.5,0.81
57.0,148.0,42.0,72.0,197.0
2.0,123.0,0.001,18.0,7.0
151.0,242.0,0.001,232.0,68.0
20.0,19.0,0.001,77.0,45.0
115.0,129.0,0.001,36.0,316.0
185.0,302.0,0.001,33.0,27.0
52.77,71.61,53.06,44.77,0.8
535.0,160.0,680.0,305.0,16.0
107.0,143.0,2.0,222.0,34.0
102.2,69.84,45.84,8.79,0.07
119.0,670.0,19.0,934.0,286.0
130.0,140.0,0.001,120.0,2.0
17.84,84.07,20.94,5.07,0.48
23.0,6.0,31.0,23.0,172.0
595.0,32.0,65.0,18.0,4.0
17.19,35.19,47.55,4.44,0.95
376.0,575.0,0.001,1092.0,146.0
19.0,34.35,7.86,2.21,0.08
73.44,3.74,12.14,5.57,0.04
208.0,7.6,14.4,9.7,27.5
46.0,147.0,0.001,150.0,27.0
121.0,450.0,116.0,898.0,146.0
75.0,15.0,26.0,14.0,7.0
18.0,35.0,0.001,110.0,2.0
292.0,346.0,196.0,313.0,32.0
3090.0,5020.0,2540.0,3800.0,323.0
1549.2,10.2,0.001,53.19,0.001
179.0,29.0,33.0,17.0,10.0
36.0,167.0,0.001,18.0,230.0
47.0,9.0,81.0,16.0,4.0
16.4,45.5,0.001,3.8,68.7
16.8,95.45,57.28,52.75,0.26
113.0,137.0,0.001,34.0,173.0
2177.0,1049.0,705.0,440.0,207.0
210.0,22.0,7.0,6.0,6.0
88.5,22.8,7.5,12.0,108.4
78.0,161.0,10.0,353.0,86.0
5.05,73.2,67.33,17.0,0.91
345.0,112.3,58.8,51.5,27.5
95.14,114.68,27.42,31.47,0.95
79.0,40.0,0.001,10.0,264.0
43.0,19.0,40.0,0.001,3.0
8200.0,3790.0,277.0,4620.0,250.0
18.0,63.0,0.001,51.0,20.0
2770.0,660.0,763.0,712.0,54.0
109.0,19.0,59.0,12.0,5.0
0.001,6.0,0.001,67.0,52.0
114.0,241.0,0.001,574.0,80.0
440.0,89.0,757.0,304.0,19.0
100.0,18.0,0.001,0.001,0.001
150.0,130.0,30.0,55.0,9.0
34.0,21.0,56.0,49.0,4.0
161.0,38.0,0.001,13.0,210.0
6.0,197.0,0.001,16.9,476.9
230.0,15.9,2.4,1.9,16.3
18.0,30.0,0.001,8.0,146.0
843.0,133.0,385.0,168.0,12.0
160.0,130.0,0.001,96.0,33.0
8800.0,64064.0,0.001,95650.0,72128.0
151.0,13.5,9.2,5.0,50.7
4879.0,262.0,1827.0,332.0,15.0
99.0,170.0,190.0,200.0,20.0
87.09,61.21,43.41,43.55,1.0
51.78,48.96,66.77,48.45,0.29
1820.0,405.0,634.0,365.0,35.0
2.0,5.0,0.001,172.0,81.0
85.0,98.0,0.001,30.0,315.0
37.0,11.8,83.3,43.6,15.5
75.0,5.0,36.0,69.0,31.0
153.0,18.0,11.0,0.001,9.0
152.0,116.0,414.0,131.0,7.0
48.05,76.9,36.49,20.64,0.5
114.0,41.0,42.0,15.0,27.0
27.0,30.0,0.1,2.4,23.0
116.0,14.0,0.001,5.3,134.0
79.7,69.83,63.42,27.23,0.22
86.0,277.0,0.001,338.0,63.0
123.0,50.7,65.9,62.0,9.0
1330.0,10.0,182.0,66.0,20.0
31.0,56.0,0.001,77.0,33.0
7940.0,2000.0,5390.0,3120.0,355.0
60.0,40.0,70.0,110.0,6.9
530.0,345.0,21.0,266.0,85.0
87.0,34.0,60.0,15.0,23.0
57.0,24.0,30.0,27.0,2.0
115.0,25.5,8.6,12.2,110.0
290.0,1260.0,8.0,820.0,231.0
70.0,4.0,34.0,0.001,91.0
60.84,80.12,12.71,36.16,0.58
63.0,22.0,76.0,11.0,15.0
4127.0,267.0,2060.0,355.0,18.0
20.63,31.48,46.42,29.21,0.9
3.35,16.79,27.68,45.91,0.53
1860.0,4980.0,1600.0,10700.0,0.001
12705.0,23498.0,5188.0,34257.0,6047.0
63.75,37.76,50.36,0.44,0.64
24.07,38.53,15.54,2.29,0.96
20.0,48.0,0.001,186.0,36.0
121.0,3.0,0.001,0.001,1.0
543.0,120.0,1880.0,411.0,41.0
54.0,143.0,0.001,101.0,23.0
17.36,114.04,38.71,38.25,0.48
0.001,0.001,35.0,5.0,10.0
545.0,130.0,239.0,153.0,16.0
92.0,27.0,0.001,7.0,67.0
90.0,313.0,10.0,566.0,67.0
37800.0,1740.0,8.0,8.0,249.0
10.0,15.0,35.0,0.001,0.001
818.0,94.0,978.0,121.0,49.0
86.0,480.0,9.0,644.0,155.0
41.65,73.61,24.65,5.21,0.72
84.0,6.0,86.0,14.0,1.0
73.0,177.0,0.001,52.0,37.0
0.001,100.0,7.0,1365.0,309.0
0.001,28.0,6.0,408.0,64.0
1651.0,90.0,2.0,45.0,33.0
1458.0,9.0,0.001,0.001,1812.0
220.0,340.0,14.0,480.0,42.0
10.0,56.0,0.001,70.0,72.0
19.0,48.0,0.001,18.0,76.0
53.0,150.0,0.001,379.0,64.0
26.0,398.0,0.001,319.0,85.0
0.001,3.4,0.001,54.0,0.001
15.0,7.0,0.001,5.0,92.0
52.85,41.75,23.01,29.13,0.86
34.0,0.001,44.0,0.001,0.001
27.0,51.0,0.001,153.0,0.001
39.4,65.2,0.001,8.1,103.9
68.81,65.89,66.96,25.1,0.47
59.0,20.0,8.9,5.5,120.0
32.4,5.5,13.2,12.6,1.4
10092.0,5399.0,37565.0,6500.0,530.0
60.0,10.0,4.0,4.0,4.0
716.0,7.1,6.8,20.0,3.3
26.79,73.04,68.32,23.53,0.79
137.0,33.0,111.0,29.0,8.0
1570.0,1110.0,1830.0,1780.0,175.0
88.0,45.0,39.0,15.0,57.0
25.0,28.0,80.0,15.0,27.0
10.0,4.0,0.001,87.0,1.0
173.0,334.0,37.7,812.5,172.0
7020.0,1850.0,4410.0,2960.0,0.001
36.0,94.0,2.0,13.0,78.0
54.9,8.8,0.001,2.5,80.0
12.4,6.5,15.0,69.0,15.3
860.0,1670.0,40.0,2050.0,30.0
134.0,13.0,0.001,0.001,267.0
163.0,26.0,133.0,19.0,7.0
121.0,73.0,0.001,11.0,179.0
14.3,92.6,26.8,16.7,83.9
8.0,1.0,0.001,60.0,0.001
6454.0,2313.0,6432.0,2159.0,121.0
186.0,38.3,85.9,37.0,13.0
56.0,61.0,31.0,32.0,75.0
