h2,ch4,c2h2,c2h4,c2h6
1.752,1.282,5.56,15.085,6.227
2.136,8.667,19.767,12.521,30.534
7.525,0.718,9.95,0.662,5.907
16.181,4.447,0.274,3.971,10.081
13.507,2.011,19.405,3.686,15.241
3.879,38.441,4.786,4.762,2.822
2.353,23.461,29.187,10.531,13.987
2.732,3.237,13.559,12.54,4.007
13.804,7.643,11.787,3.11,2.711
4.733,26.464,6.025,9.976,0.809
6.149,27.877,6.477,24.361,25.223
11.606,2.706,0.94,1.667,5.662
15.637,1.514,21.703,3.622,14.661
7.753,12.234,6.602,9.735,7.106
1.931,15.559,5.393,2.64,3.501
3.365,5.287,23.123,6.725,5.954
32.858,5.464,4.032,0.242,1.857
0.048,3.544,0.981,4.063,8.575
1.708,4.518,17.305,1.795,6.118
2.165,1.393,4.788,6.546,3.364
11.46,10.108,5.696,23.272,13.805
0.193,5.449,0.881,7.18,5.8
3.033,10.787,38.034,8.752,1.406
0.519,17.058,3.024,11.187,28.518
0.156,32.429,4.186,2.042,4.716
4.861,10.184,12.369,12.961,15.719
13.991,0.342,0.045,13.292,14.814
6.699,11.342,0.761,12.533,13.499
11.959,10.337,3.419,4.169,2.49
28.058,7.448,0.117,17.09,10.244
4.832,13.519,4.661,0.32,23.552
11.81,1.377,33.921,2.172,14.304
6.318,14.858,3.465,6.119,5.42
1.401,12.774,0.446,5.642,5.197
8.664,16.452,7.725,5.578,21.472
2.864,11.854,2.167,8.319,13.265
1.394,18.421,17.047,8.717,24.13
12.365,12.202,10.406,4.058,3.329
0.759,6.687,16.99,0.809,9.26
10.247,10.388,15.997,4.098,5.999
11.164,1.888,20.316,11.558,8.32
3.051,44.112,8.457,1.229,2.534
21.643,16.59,5.379,59.907,2.496
38.648,19.317,0.93,3.721,5.661
16.202,0.152,10.634,3.887,7.356
12.153,8.939,7.577,0.048,1.824
12.472,2.157,12.307,21.63,15.329
18.654,16.57,0.664,0.752,0.379
28.747,5.643,28.521,2.239,3.235
18.77,9.054,16.024,9.504,7.739
6.032,11.303,1.468,9.827,7.736
5.383,3.053,15.626,2472.359,1.955
22.872,16.952,24.037,1.293,3.604
16.603,3.614,1.872,3.807,0.556
1.141,2.138,8.433,3.987,0.33
75.023,13.246,16.785,3.806,10.653
1.605,13.179,3.625,26.475,0.68
4.692,9.421,4.204,7.575,0.698
33.794,1.557,10.214,41.724,1.003
8.115,12.586,0.335,20.658,12.559
0.417,18.764,6.981,1.979,1.375
6.188,4.523,17.205,1.283,8.009
4.45,3.968,1.409,9.239,1.319
0.289,3.133,13.645,1.825,6.532
3.251,3.822,12.519,14.106,25.779
27.841,29.955,11.301,16.556,3.319
0.288,7.661,2.306,11.235,4.43
6.055,17.571,7.51,14.297,2.103
29.703,0.145,0.234,8.027,9.559
3.618,22.105,10.056,9.273,4.241
3.554,1.32,15.435,7.935,21.211
5.685,20.854,19.08,14.199,10.731
0.235,0.192,9.157,1.116,5.434
3.869,4.582,28.203,2.379,5.524
0.819,3.954,2.495,4.697,5.49
9.532,0.132,11.851,6751.267,3.965
0.668,10.092,1.846,28.441,4.856
3.18,3.007,7.268,0.897,4.359
0.606,15.188,0.39,3.485,0.351
1085.161,4.056,6.035,18.903,39.812
0.638,21.557,11.333,3.196,3.888
22.856,9.217,4.565,1.69,1.369
2.218,4.583,11.376,26.36,4.344
2.406,9.55,5.585,19.556,5.873
14.634,2.038,9.879,2.642,0.252
11.389,1.459,36.244,0.845,4.337
8.215,0.377,10.925,5.083,2.001
2.063,1.67,17.355,6.198,25.041
0.805,11.109,6.968,1.601,0.117
21.821,6.782,0.417,28.254,6.302
13.739,5.318,50.018,19.271,11.213
23.698,10.369,5.925,13.078,2.168
8.246,0.529,6.165,1.024,3.785
9.235,28.928,4.708,31.211,8.018
9.822,11.614,6.494,1.187,2.31
1.863,10.837,8.538,3.708,7.371
12.375,4.785,9.636,0.945,0.039
7.329,2.356,5.079,26.561,6.697
3.311,5.377,5.688,46.359,40.169
13.741,16.532,2.068,2.476,4.092
2.027,5.849,4.518,2.633,5.508
5.773,2.752,5182.748,24.084,1.227
4.688,8.655,1.809,47.471,26.853
12.421,4.68,32.085,20.716,3.8
0.15,7.145,5.438,2.674,4.468
0.359,4.778,12.918,6.077,4.287
7.592,38.246,1.965,11.003,9.376
7.368,19.854,10.343,4.798,1.234
4.971,1.687,16.043,31.616,8.15
0.103,1.328,5.167,1.042,3.24
0.072,6.386,19.83,8.468,2.112
1.542,10.682,7.666,1.729,10.031
2.838,2.352,27.094,3.551,1.185
8.835,14.314,5.473,7.904,6.357
37.23,38.211,7.31,7.222,2.098
6.57,19.927,8.726,2.416,5.126
1.487,6.291,3.65,0.84,1.474
807.936,2.237,9.808,3.288,2.225
9.693,0.763,0.766,19.61,13.66
7.181,3.837,16.497,17.116,1.637
1.237,4.452,5.827,34.855,0.723
3.612,10.51,4.25,8.591,2.334
3.165,5.568,0.567,3.388,30.415
7.212,0.525,16.599,6.648,7.264
3.663,6.416,0.345,26.564,24.793
13.269,2.633,11.407,21.675,2.387
2.633,1.441,3.336,4.55,3.873
23.11,0.5,16.004,22.73,15.645
0.21,14.181,23.534,3.456,2.025
12.039,12.627,3.029,16.145,0.623
3.618,13.195,7.511,5.165,15.879
11.308,16.683,1.153,6.137,29.024
8.464,9.492,0.721,4.69,9.038
7.722,12.639,1.529,8.6,33.823
0.891,1.121,17.073,17.782,10.853
7.886,12.231,7.759,3.562,11.9
5.175,8.364,2.26,4.098,7.108
7.664,6.177,1.975,19.179,2.597
4.711,0.622,6.674,11.202,11.69
4.704,12.25,3.119,10.323,1.395
3.29,4.177,19.969,25.529,4.647
21.007,14.438,11.149,1.378,0.973
3.279,31.502,11.19,10.308,49.136
2.224,9.349,12.053,19.503,7.89
22.866,3.314,6.423,16.788,6.083
5.395,4.571,0.172,44.609,6.713
8.411,14.104,8.996,9.026,5.678
8.28,30.49,0.814,0.121,5.376
0.781,2.316,5.34,7.457,5.024
12.175,3.291,9.702,11.6,6.738
17.332,5.286,0.567,3.235,2.661
12.008,6.581,8.2,8.42,6.717
7.947,20.341,11.43,12.647,20.551
5.1,23.665,77.273,1.719,3.58
1.721,5.146,4.453,44.658,2.843
0.986,5943.811,6.661,3.424,2.736
9.644,11.998,2.62,6.504,13.706
6.488,7.701,11.955,1.677,3.506
6.127,3.784,52.469,7.299,11.271
4.831,10.461,5.799,6.672,12.668
1.204,0.426,1.321,8.156,6.064
0.686,10.486,6.785,0.863,3.639
5.148,8.353,2.365,1.588,0.102
6.377,12.381,9.978,1.501,18.468
14.615,1.758,9.406,13.983,2.155
15.777,9.885,4.901,31.024,12.194
6.747,2.398,4004.548,2.076,7.288
22.138,4.255,5.053,0.224,3.855
12.705,7.916,4.094,47.144,18.941
27.51,47.709,5.031,5.934,7.498
13.274,32.204,1.104,13.453,3.933
9.239,15.074,9.167,16.638,4.913
0.749,4.07,27.668,3.344,4.139
16.173,4.337,6.968,0.645,5.44
10.741,13.49,3.827,7.477,3.141
26.092,6.597,8.095,34.076,9.086
1.525,6454.212,7.231,16.82,2.719
26.446,8.58,7.685,10.757,8.425
1.956,5.079,0.702,4.364,1.081
5.26,32.879,4.449,3.431,31.051
1.607,3.726,28.811,6.27,1.573
2.225,7.638,1.973,8.137,3.911
9.035,7.316,8383.94,15.055,12.199
0.361,2.49,16.59,8.651,18.882
8.273,12.263,2.599,7.235,6.047
8.96,5.769,9.933,6.932,3.828
1.472,4.458,46.538,0.87,16.1
17.15,13.457,14.658,0.401,1.708
0.454,3.259,1.668,7.857,6.923
17.978,3.224,8.023,7.513,1.281
10.946,14.088,5.905,0.807,1.446
9.43,2.748,19.579,1.93,4.078
3.201,18.626,5.399,0.995,21.646
6.724,19.588,4.383,31.766,15.155
4.233,18.087,37.233,13.862,34.45
8.805,1.399,19.734,6.309,10.293
0.381,20.023,0.552,6.706,3.183
9.227,4.578,9.215,5.861,3.234
0.9,4.225,14.11,6.721,1.589
6.56,16.293,22.534,0.37,6.074
0.003,13.356,8.198,22.87,0.796
2.512,2.7,11.904,4.228,3.016
17.322,13.688,14.925,0.891,3.373
12.676,16.187,2.293,9.482,6.156
2.772,5.309,0.286,1.606,2.963
5.849,9.754,9.793,15.406,14.683
3.877,7.76,23.466,18.198,6.219
6.843,27.411,12.737,28.495,20.728
11.624,2.055,13.684,1.673,3.602
7.698,12.044,27.746,6.779,5.635
12.214,39.576,9.605,0.244,0.044
0.041,11.416,0.241,0.935,5.377
5.894,18.273,0.431,7.768,7.279
29.357,9.21,10.064,26.969,10.722
0.187,9.018,5.702,0.627,6.215
6.87,6.414,3.753,10.724,4.279
0.404,0.785,0.812,5.037,56.238
0.511,2.334,46.56,0.541,1.726
11.874,0.473,8.772,8.619,4.103
14.871,2.583,12.254,2.588,0.703
0.327,3.135,20.258,6.539,20.537
1.882,4.238,16.537,9.273,1.6
0.486,5.522,46.031,4.776,4.451
1.273,14.42,16.805,16.54,59.053
11.271,25.238,4.268,24.083,4.813
6.501,13.756,8.775,5.376,0.011
0.913,4.31,7.213,9.717,2.224
0.674,4.11,11.062,6.589,1.347
1.519,3.917,20.279,10.277,18.081
3.861,4.801,8.135,23.394,39.433
6.26,6.52,9.249,5.807,1.443
1.656,5.491,5.878,0.928,2.149
8.577,6.1,0.536,6.076,2.513
30.586,8.646,9.179,16.733,3.397
8.437,8.212,35.003,27.16,10.317
11.243,10.971,5.74,1.55,0.11
13.852,14.441,15.205,4.553,2.806
12.36,26.245,8.902,9.492,2.56
1.672,9.747,0.019,4.253,12.306
1.826,19.338,6.018,2.475,34.651
3.401,35.38,14.027,1.14,7.17
16.777,15.805,12.235,11.971,1.786
1.526,0.868,8.843,1.552,6.248
1.792,5.482,2.903,5.852,5.749
12.314,0.706,17.552,4.498,5.434
1.438,2.443,2.39,9.665,0.379
13.565,5.261,15.382,23.422,5.889
5.397,12.435,7.697,3.563,0.433
20.096,3.329,0.794,4.482,3.613
11.934,43.962,2.947,2.292,10.865
13.038,6.533,25.668,8.1,10.438
38.042,20.096,16.461,3.448,3.286
6.926,5.871,0.319,16.66,6.502
4.342,3.793,0.42,21.037,1.455
4.277,15.299,9.976,3.095,25.843
16.891,7.617,26.772,8.19,12.024
22.351,31.056,8.573,5.188,11.091
4.058,4.277,7.18,10.918,0.843
0.12,0.624,14.462,1.548,6.054
4.429,24.924,19.918,18.981,0.045
3.393,54.553,14.55,1.928,20.43
12.915,8.225,17.664,2.15,9.106
8.373,6.865,0.449,7.721,0.036
4.007,0.013,11.402,39.673,1.96
16.236,16.347,5.255,4.719,1.811
1.43,4.914,1.307,17.508,2.443
4.102,0.756,13.51,2.15,6.759
12.223,7.889,1.966,7.049,0.564
6.867,3.431,17.53,14.618,0.449
12.52,4.725,15.785,12.517,9.714
0.132,7.915,16.689,3.603,5.206
3.865,7.941,0.377,2.81,1.128
14.358,20.614,31.155,4.118,10.344
9.399,0.992,19.575,3.319,10.356
6.208,4.469,15.237,7.765,11.457
6.261,25.008,17.981,14.22,8.22
19.69,1.122,0.53,27.866,14.632
21.137,3.952,9.373,19.134,10.06
11.398,5.365,3.248,7.208,3.581
2.684,19.663,1.274,10.696,0.573
10.087,7.075,2.923,10.81,8.444
1.868,5.714,0.392,5.967,5.149
9.354,2.373,6.479,7.722,8.982
19.1,1.092,12.214,5.519,8.621
8.95,14.473,1.733,47.594,17.607
8.741,12.483,0.571,1.226,8.069
6.437,24.424,1.804,7.312,7.749
20.913,14.944,15.219,2.568,3.386
2.25,34.543,21.369,1.391,39.88
37.955,7.419,0.906,0.96,10.147
2.899,7.644,2.344,3.781,8.158
6.087,8.594,8.272,12.944,2.093
0.898,8.579,5.659,2.658,3.937
11.532,4.011,27.721,31.409,15.474
5.042,10.941,4.378,1.095,4.233
3.394,38.02,10.645,4.03,16.923
1.821,5.903,6.307,10.427,5.833
12.109,20.144,8.368,21.807,13.783
1.065,3.618,14.925,0.605,1.442
6.714,16.292,29.517,19.014,0.33
23.982,0.26,15.431,17.795,7.865
9.154,12.761,0.229,5.089,3.49
4.473,5.256,2.957,3.348,2.792
5.042,30.187,1.355,32.216,9.812
18.679,6.636,6.417,19.417,10.523
2.596,10.933,2.801,5.657,3.114
10.265,47.992,9.405,4.597,2.073
0.303,21.104,21.304,4.736,8.336
1.705,27.84,2.391,2.806,0.832
18.231,5.948,0.55,6.753,0.982
23.497,2.806,0.713,0.14,0.165
5.875,10.052,13.397,12.852,0.37
13.872,7.967,13.649,6.941,0.466
5.042,5.186,6.628,6.023,1.227
7.836,8.497,3.676,12.56,3.895
5.308,11.302,33.364,20.905,3.496
4.134,10.703,2.863,4.529,4.481
0.869,6.565,11.239,7.312,21.726
7.775,21.736,24.76,12.093,21.973
4.64,2.453,1.571,12.422,5.295
4.49,0.588,1.58,12.942,2.839
4.123,8.823,9.133,13.962,16.403
0.312,6.194,9.132,5.671,14.308
0.069,3.075,3.745,17.531,13.809
4.939,5.916,17.978,17.185,18.512
0.307,1.475,9.123,11.824,13.304
4.44,5.927,7.925,7.467,4.408
4.464,13.07,4.154,9.557,1.559
8.779,5.452,15.656,16.268,12.331
16.668,5.032,6.055,9.057,6.181
2.517,2.748,0.347,1.505,23.257
18.676,11.464,32.559,0.359,6.954
10.013,0.813,8.556,19.375,2.561
3.736,17.231,10.756,5.851,11.565
20.459,2.656,22.388,15.497,16.897
18.847,1.281,13.089,6.976,2.449
11.093,12.115,6.625,2.244,0.559
12.193,15.315,0.122,5.565,3.657
1.788,1.08,2.682,3.993,1.425
15.319,3.87,6.29,3.516,2.063
1.335,0.807,6.919,2.013,4.774
4.004,0.54,1.269,13.921,6.564
1.309,40.581,17.772,15.722,0.751
35.236,5.134,14.386,3.08,5.326
3.018,15.674,21.853,6.386,3.559
1.182,22.442,16.879,2.871,4.945
0.316,0.151,6.95,27.413,5.474
7.983,9.283,2.43,42.303,9.496
0.826,0.72,3.086,29.588,5.661
17.895,5.57,0.963,2.445,1.953
0.245,1.947,9.128,13.003,4.491
5.63,6.754,18.535,9.325,7.663
5.192,5.697,13.87,3.081,10.464
2.994,14.097,4.318,10.128,30.96
1.962,21.012,8.07,1.368,2.767
2.151,6.776,4.953,60.815,8.057
7.449,11.371,50.575,5.829,14.699
1.67,17.324,0.096,2.265,8.02
0.884,18.504,0.021,0.247,1.861
68.01,34.961,11.883,3.235,1.172
18.373,9.661,6.061,13.392,4.343
6.635,2.753,31.518,4.269,0.355
5.459,7.431,37.561,0.14,7.239
14.087,11.616,3.997,4127.725,459.071
24.054,27.39,55.223,4.988,8.588
10.758,4.052,19.31,8.631,9.051
9.695,33.133,5.984,19.908,1.226
4.306,56.939,12.839,2.257,12.347
4.664,2.398,23.458,9.454,1.976
5.692,3.11,10.397,3.897,1.353
7.583,22.718,1.855,1.305,3.741
19.005,37.203,6.782,3.318,16.065
8.05,3.698,16.825,3.322,4.512
4.473,3.928,3.112,22.389,10.449
4.25,4.236,2.981,21.535,7.168
12.248,2.146,14.855,16.586,0.301
1.621,4.825,0.858,23.543,26.456
20.848,2.389,15.121,25.063,6.145
3.998,0.934,9.469,9.145,1.556
4.727,24.81,0.988,7.42,1.031
8.912,14.909,25.98,0.634,4.871
18.397,50.702,5.111,4.4,0.624
11.701,4.099,24.48,1.018,3.961
0.944,9.178,11.973,9.39,25.97
21.609,13.087,22.483,0.653,8.746
11.206,0.453,5.703,21.423,4.413
11.069,11.227,13.377,8.806,4.696
11.773,5.479,14.821,29.511,31.488
1.342,12.503,1.055,6.996,27.418
13.749,3.265,20.406,0.725,9.007
10.669,26.693,15.874,7.755,10.585
1.228,10.699,12.908,2.797,1.561
0.404,3.239,6.549,13.694,4.794
5.724,12.752,0.716,20.683,9.684
4.241,4.996,3.103,13.257,15.242
20.28,4.917,0.375,26.613,1.621
0.321,3.306,2.715,13.923,3.702
11.974,9.53,27.562,7.344,7.953
40.939,2.757,28.473,3.893,3.239
1.737,4.051,16.507,23.793,8.791
7.533,3.942,9.977,11.758,11.322
3.727,12.842,5.18,2.459,15.591
1.673,12.667,3.491,39.854,20.087
3.887,2.539,14.885,20.67,3.466
0.073,44.617,10.815,3.697,13.009
3.873,3.751,29.183,6.213,9.017
24.281,5.605,33.894,8.907,19.05
5.99,13.29,13.666,9.804,25.141
0.198,2.877,7.484,4.096,16.105
13.564,5.207,3.303,14.519,2.213
6.231,3.773,3.086,3.244,2.099
4.367,7.226,15.023,31.061,2.823
0.731,13.422,17.248,19.76,6.544
7.351,2.882,15.77,6.613,4.532
12.344,20.006,52.1,4.385,22.818
3.657,9.992,10.236,4.499,5.009
0.69,1.975,15.597,14.743,5.024
7.575,8.929,8.603,10.497,19.285
0.79,15.489,4.067,2.387,34.704
4.783,4.678,3.16,4.669,5.49
15.9,12.59,0.965,28.56,0.005
1.55,6.961,14.116,3.555,5.699
0.931,0.224,3.384,7.141,2.192
8.742,0.251,0.062,15.918,8.239
1.429,1.967,4.259,3.961,5.855
2.27,31.511,6.802,2.535,17.51
18.329,4.567,20.701,1.638,6.598
0.357,4.487,4.575,5.522,15.392
2.909,5.92,24.055,3.661,5.572
1.15,10.324,25.504,6.983,11.596
3.86,5.773,5.05,5.845,11.763
27.215,5.603,1.752,8.512,0.442
3.247,1.519,1.567,10.984,1.019
1.731,18.132,3.767,5.075,7.69
2.517,5.122,1.465,28.175,7.698
4331.638,15.19,3.911,1.324,13.687
1.404,8.039,1.613,3.129,11.554
16.361,21.244,0.528,11.583,1.45
19.625,43.193,8.122,15.785,15.351
24.581,4.102,15.595,6.112,2.929
27.65,0.334,34.999,5.016,0.128
1.688,24.236,0.118,12.247,2.17
2.62,20.873,3.069,17.055,23.72
6.538,3.632,33.798,0.462,7.706
2.003,21.481,28.452,19.409,30.883
4.428,22.809,7.26,10.794,16.561
1.315,7.403,7.221,3.768,3.078
1.771,2.612,7.315,9.788,25.76
4.367,0.106,0.539,3.206,6.146
3.293,32.031,17.089,16.311,7.412
13.723,20.141,0.163,7.462,45.687
2.618,9.574,5.609,1.636,22.358
29.823,11.498,0.261,1.72,2.599
8.768,40.849,5.442,13.108,2.833
2.208,17.785,0.561,0.656,18.959
15.132,4.77,18.65,1.285,5.393
10.226,6.733,21.701,16.731,18.403
8.823,11.919,17.18,1.881,7.642
4573.464,11.31,9.363,14.269,5.769
0.307,1.464,17.191,8.646,2.732
4.426,3.689,25.761,8.982,15.692
7.467,2.73,7.758,27.927,8.786
12.883,20.107,25.094,1.862,5.786
0.734,12.157,7.509,4.096,6.137
4.694,3.783,1.421,8.632,1.843
13.781,1.761,7.779,1.284,6.262
4.595,6.511,4.096,30.308,0.606
7.613,5.66,14.514,1.733,11.194
16.972,17.182,31.539,7.094,2.086
17.124,3.168,20.561,0.024,4.866
7.721,33.779,15.575,38.528,8.437
40.281,1.826,4.916,4.519,1.248
13.173,1.736,11.639,9.169,0.223
9.897,7.323,2.641,5.99,3.987
9.51,16.0,19.947,4.351,3.778
14.729,21.326,4.413,7.504,12.089
7.256,5.794,16.273,26.792,13.829
11.252,7.091,8.691,4.537,1.387
0.778,4.479,13.867,3.728,3.915
1.425,10.055,1.784,24.015,37.683
4.22,4.506,10.315,30.072,8.065
4.271,20.008,0.267,1.037,13.685
7.652,20.186,13.868,1.05,18.914
5.721,1.002,10.188,14.846,11.324
22.411,5.75,20.823,65.313,22.743
25.399,13.485,15.186,4.479,9.642
6.197,17.54,10.248,19.786,29.171
11.206,28.285,6.004,6.723,4.04
2.497,17.094,3.887,2.547,3.927
12.682,2.048,0.958,4.587,9.874
6.229,7.449,3.017,7.224,2.893
15.349,9.755,1.648,32.001,16.018
6.862,17.97,2.402,10.024,38.115
18.018,0.912,13.481,12.814,1.273
25.444,9.807,3.02,9.841,2.723
22.734,7.137,34.507,6.188,0.224
9.307,4.35,25.703,2.75,3.393
3.778,20.429,0.352,23.285,0.889
12.523,22.982,0.436,1.045,7.169
5.068,1.991,13.686,52.965,10.792
2.808,1.143,23.331,12.255,5.757
17.657,18.939,12.512,12.228,1.422
9.03,59.863,4.008,1.078,9.845
0.236,7.937,32.008,1.402,21.785
16.606,13.177,12.318,6.491,2.56
2.759,8.246,16.781,12.995,18.092
2.328,8.656,7.187,6.093,3.768
6.074,13.115,8.61,0.282,6.699
11.246,11.063,11.128,7.095,0.367
13.986,4.677,18.356,24.767,32.674
15.471,5.409,7.007,23.033,2.357
18.793,4.135,7.638,7.62,4.718
10.863,0.974,8132.244,13.905,1.86
9.219,1.565,14.262,16.658,0.353
9.869,13.236,16.864,5.56,11.449
1.767,5.522,2.317,31.808,21.117
2.728,3.022,8.668,20.913,15.289
2.586,8.733,11.354,19.035,12.66
0.078,13.587,0.735,1.145,19.759
1.075,4.608,3.375,24.124,18.102
0.338,1.072,2.961,14.149,5.251
26.225,2.915,9.496,1.999,2.536
7.497,8.822,8.357,15.461,15.581
12.354,5.089,0.492,0.509,24.07
5.485,4.302,5.099,8.422,2.337
9.158,4.204,1.822,24.49,0.531
7.675,10.494,9.225,20.35,6.637
5.596,6.156,2.434,30.593,16.686
8.079,1.707,14.642,4.542,8.408
3.114,23.513,2.912,3.628,17.206
2.877,11.545,11.746,7.668,13.041
7.761,14.607,3.95,29.615,22.468
25.232,8.632,1.665,37.578,2.066
2.691,2.565,8.491,18.005,22.395
2.584,21.255,4.579,0.647,21.599
1.481,7.338,11.286,1.964,17.398
0.907,2.566,19.226,13.342,5.92
6.076,4.337,63.721,19.845,1.286
3.836,21.517,3.474,25.788,2.088
26.193,16.027,20.504,10.359,13.817
4.956,20.109,6.097,9.376,17.832
10.416,2.399,9.983,25.172,12.168
2.087,6.745,22.765,6.007,4.773
14.721,17.156,12.92,23.567,5.586
36.745,0.028,42.47,17.269,18.769
1.766,14.847,0.047,10.063,13.134
8.36,8.46,10.09,4.087,1.154
2.01,10.727,31.474,2.122,8.245
13.88,0.261,11.543,1.217,1.617
11.19,1.356,1.201,17.677,2.993
0.678,7.739,5.848,11.021,40.583
0.472,26.556,6.768,2.799,4.819
1.581,15.246,15.809,6.429,3.709
5.522,5.452,8.251,9.448,16.737
4.802,3.982,24.228,3.953,22.527
8.152,24.976,7.222,14.318,3.845
32.298,9.425,0.097,1.353,0.707
26.16,7.958,9.631,23.424,9.624
0.573,10.112,1.397,4.498,4.338
0.523,15.993,6.0,3.53,0.829
2.738,29.509,3.728,7.826,8.906
1.302,5085.713,10.568,11.11,4.38
5.96,39.944,23.601,0.416,1.02
3.456,10.396,1.137,14.811,0.31
6.095,31.748,1.544,1.917,5.445
2.006,5.0,2.3,2.668,2.817
0.038,2.19,2.327,21.203,21.403
16.519,5.717,16.291,11.055,6.084
16.672,13.23,2.125,11.667,1.137
2.251,6.238,1.748,4.588,16.088
0.531,2.294,7.635,6.813,0.583
27.621,14.417,29.214,7.105,9.803
8.426,12.949,19.792,2.034,3.193
9.653,47.52,26.431,12.209,23.96
2.005,7.419,4.749,3.251,17.491
10.465,4.553,0.543,9.155,7.866
30.418,10.698,23.612,5.723,4.289
4.606,2.948,11.302,1.418,2.304
7.924,9.861,5.248,2.779,0.345
34.986,7580.73,43.985,7.589,14.196
4.101,12.308,5.147,30.688,11.006
31.411,1.631,0.415,2.352,5.992
1.308,15.915,1.758,13.136,25.646
2.788,15.423,6.234,0.035,2.226
12.483,3.019,0.161,2.403,1.972
14.894,2.838,0.211,2.621,27.27
1.798,18.72,23.138,26.376,10.477
40.498,12.168,4994.497,11.454,4.92
0.374,8.244,0.31,15.599,8.008
2.961,17.566,31.534,19.089,14.068
8.443,1.813,0.849,9.042,15.934
11.522,11.285,53.197,4451.746,8.599
5.073,0.889,0.28,8.822,4.662
1.187,2.191,14.136,2.684,2.781
0.143,5.592,14.876,0.006,5.102
9.414,2.963,14.343,26.567,1.005
11.519,4.194,35.896,48.091,25.728
18.945,7.974,0.598,8.268,3.017
2.528,4.106,31.886,9.154,1.815
39.257,4.739,22.963,3.745,2.974
1.385,0.558,24.231,4.32,4.713
13.62,0.464,17.504,0.869,9.635
16.812,10.382,5.102,3.985,2.579
2.997,21.505,0.384,7.02,46.254
10.066,9.08,10.034,6.145,7.228
15.999,1.696,29.052,7.806,28.585
7.927,1.901,6.649,2.737,6.575
12.724,5.737,1.365,24.552,22.292
30.369,1.291,25.495,6.859,15.394
15.997,13.603,10.676,4.774,0.725
12.507,8.729,44.131,6.295,4.914
23.858,22.887,0.231,18.089,1.842
1.473,4.069,2.752,5.478,5.362
7.024,2.949,4.503,11.181,4.331
13.032,27.045,1.341,1236.339,18.819
8.987,0.384,9.461,40.409,6.585
6.556,1.846,4.356,11.362,1.662
2.59,2.637,0.225,4.8,1.705
12.233,12.561,0.546,3.288,1.023
12.537,30.332,1.187,7.74,5.431
15.43,34.478,1.558,4.953,9.92
10.914,18.608,5.647,13.084,6.754
