h2,ch4,c2h2,c2h4,c2h6,act
301.0,5.78,5.0,9.7,4.7,2
2500.0,10500.0,6.0,13500.0,4790.0,6
119.0,670.0,19.0,934.0,286.0,5
19.0,48.0,0.001,18.0,76.0,4
7.0,31.0,0.001,148.0,23.0,6
99.0,288.0,0.001,386.0,73.0,6
56.0,286.0,7.0,28.0,96.0,6
124.0,14.0,13.0,0.001,4.0,2
5900.0,1500.0,2300.0,1200.0,68.0,3
3090.0,5020.0,2540.0,3800.0,323.0,3
200.0,48.0,131.0,117.0,14.0,3
235.46,333.59,148.87,1201.85,177.52,3
135.0,27.0,13.0,9.0,24.0,2
70.0,4.0,34.0,0.001,91.0,3
38.0,38.0,0.001,14.0,296.0,4
11.0,271.0,0.001,32.0,465.0,4
57.0,141.0,0.001,51.0,38.0,5
18.34,16.26,16.42,17.95,3.38,3
4.0,1.0,52.0,7.0,2.0,2
12.0,28.0,0.001,3.0,102.0,4
13500.0,6110.0,4040.0,4510.0,212.0,3
110.0,62.0,250.0,140.0,90.0,3
2177.0,1049.0,705.0,440.0,207.0,2
73.0,177.0,0.001,52.0,37.0,5
25.0,9.0,44.0,5.0,6.0,3
6.0,197.0,0.001,16.9,476.9,4
117.0,17.0,1.0,3.0,1.0,1
254.0,5.2,88.0,9.3,0.001,2
57.0,148.0,42.0,72.0,197.0,3
10.0,24.0,0.001,5.0,80.0,4
34.0,83.0,0.001,136.0,100.0,6
170.0,320.0,3.2,520.0,53.0,6
6600.0,1000.0,19.0,2.0,38.0,1
152.0,116.0,414.0,131.0,7.0,3
127.0,107.0,224.0,154.0,11.0,3
31.0,63.0,7.0,714.0,246.0,5
47.0,9.0,81.0,16.0,4.0,3
53.0,189.0,5.0,295.0,25.0,6
14.0,14.0,1.0,7.0,124.0,4
0.001,100.0,7.0,1365.0,309.0,6
21.0,42.0,0.001,92.0,4.0,6
122.0,161.0,0.001,35.0,271.0,4
0.001,10.0,5.0,68.0,17.0,6
235.0,16.0,0.001,35.0,0.001,1
9.0,56.0,1.0,7.0,135.0,4
151.0,242.0,0.001,232.0,68.0,5
305.0,85.0,130.0,197.0,25.0,3
183.0,6.0,0.001,5.0,0.001,1
1549.2,10.2,0.001,53.19,0.001,1
33046.0,619.0,0.001,2.0,58.0,1
121.0,73.0,0.001,11.0,179.0,4
88.7,460.8,18.3,184.6,94.9,5
243.0,127.0,588.0,122.0,20.0,3
172.9,334.0,37.7,812.5,172.0,6
260.0,215.0,277.0,334.0,35.0,3
35.0,11.0,146.0,7.0,0.001,3
16.0,68.0,0.001,15.0,124.0,4
0.001,215.0,0.001,18.4,555.0,4
111.0,2.8,27.5,0.001,47.0,2
46.0,21.0,93.0,11.0,1.0,3
3559.0,187.0,1140.0,230.0,22.0,2
1550.0,2740.0,184.0,5450.0,816.0,6
74.0,173.0,0.001,33.0,263.0,4
56.0,61.0,31.0,32.0,75.0,2
16000.0,3600.0,0.001,14.0,670.0,1
0.001,6.0,0.001,67.0,52.0,5
20.0,132.0,0.001,17.0,61.0,4
27.0,51.0,0.001,153.0,0.001,6
95.0,110.0,0.001,50.0,160.0,4
8.0,16.0,0.001,7.0,88.0,4
35.0,6.0,482.0,26.0,3.0,2
34.0,8.6,0.001,3.1,70.3,4
181.5,22.0,0.001,3.7,76.0,1
200.0,700.0,1.0,740.0,250.0,5
18.0,30.0,0.001,8.0,146.0,4
6870.0,1028.0,5500.0,900.0,79.0,2
100.0,200.0,11.0,670.0,110.0,6
59.0,119.0,0.001,70.0,36.0,5
530.0,345.0,250.0,266.0,85.0,3
39.0,525.0,16.0,2925.0,538.0,6
113.0,137.0,0.001,34.0,173.0,4
19.0,12.0,63.0,8.0,2.0,3
109.0,4.0,0.001,9.0,11.0,1
95.0,10.0,39.0,11.0,0.001,2
24.7,20.4,6.8,71.0,117.0,4
1084.0,188.0,769.0,166.0,8.0,3
137.0,6.0,16.5,6.4,11.4,2
4.0,2.0,0.001,63.0,1.0,6
3700.0,1690.0,3270.0,2810.0,128.0,3
620.0,325.0,244.0,181.0,38.0,3
3.0,5.0,3.0,185.0,90.0,5
36.0,30.0,7.1,93.0,10.0,6
14.0,15.0,0.001,73.0,42.0,5
36.0,167.0,0.001,18.0,230.0,4
109.0,19.0,59.0,12.0,5.0,2
7150.0,1440.0,1760.0,1210.0,97.0,3
134.0,13.0,0.001,0.001,156.0,1
100.0,18.0,0.001,0.001,0.001,1
115.0,129.0,0.001,36.0,316.0,4
0.001,187.0,0.001,13.0,609.0,4
8266.0,1061.0,0.001,0.001,22.0,1
507.0,1053.0,17.0,1440.0,297.0,5
56.0,61.0,31.0,32.0,75.0,1
109.0,16.0,0.001,0.001,0.001,1
119.0,8.0,21.0,0.001,20.0,2
20000.0,13000.0,57000.0,29000.0,1850.0,3
1458.0,9.0,0.001,0.001,1812.0,1
29.0,71.0,0.001,20.0,158.0,4
121.0,450.0,116.0,898.0,146.0,6
151.0,13.5,9.2,5.0,50.7,2
153.0,18.0,278.0,0.001,9.0,2
180.0,175.0,4.0,50.0,75.0,5
13.0,3.0,6.0,3.0,1.0,3
289.0,13.4,36.3,49.8,18.2,2
13.0,59.0,0.001,44.0,117.0,4
163.0,26.0,133.0,19.0,7.0,2
10000.0,6730.0,10400.0,7330.0,345.0,3
86.0,480.0,9.0,644.0,155.0,6
530.0,345.0,21.0,266.0,85.0,3
10.0,56.0,0.001,70.0,72.0,4
1500.0,395.0,323.0,395.0,28.0,3
2770.0,660.0,763.0,712.0,54.0,3
800.0,160.0,600.0,260.0,23.0,3
755.0,229.0,460.0,404.0,32.0,3
151.0,51.0,19.0,12.0,16.0,3
2587.0,7.88,0.001,1.4,4.7,2
27.0,49.0,0.001,9.0,192.0,4
210.0,22.0,7.0,6.0,6.0,2
6454.0,2313.0,6432.0,2159.0,121.0,2
75.0,15.0,26.0,14.0,7.0,3
0.001,0.001,0.001,57.0,9.0,6
128.0,35.0,0.001,17.0,213.0,4
1170.0,255.0,325.0,312.0,18.0,3
2510.0,202.0,1730.0,208.0,139.0,2
130.0,140.0,0.001,120.0,2.0,4
16.0,68.0,0.001,19.0,157.0,4
18.0,35.0,0.001,110.0,2.0,6
55.0,159.0,0.001,493.0,114.0,6
63.0,22.0,76.0,11.0,15.0,3
53.0,150.0,0.001,379.0,64.0,6
13.0,138.0,0.001,16.0,83.0,4
36.0,21.0,0.001,2.0,65.0,4
15.0,7.0,0.001,5.0,92.0,4
55.0,22.0,0.001,2.6,358.0,4
20.0,48.0,0.001,186.0,36.0,6
16.4,45.5,0.001,3.8,68.7,4
153.0,18.0,11.0,0.001,9.0,2
92.0,27.0,0.001,7.0,67.0,4
645.0,86.0,317.0,110.0,13.0,2
15.0,139.0,0.001,343.0,160.0,5
93.5,131.9,0.001,11.7,39.0,4
90.0,28.0,32.0,31.0,8.0,3
385.0,28.8,171.0,82.3,50.0,2
35.0,29.0,0.001,78.0,7.0,6
720.0,7.0,101.0,15.0,0.001,2
50.0,274.0,6.3,320.0,95.0,5
30.4,117.0,0.1,138.0,44.2,5
818.0,94.0,978.0,121.0,49.0,2
106.0,4.0,0.001,1.0,2.0,1
87.0,34.0,60.0,15.0,23.0,3
4879.0,262.0,1827.0,332.0,15.0,2
84.0,6.0,86.0,14.0,1.0,3
7940.0,2000.0,5390.0,3120.0,355.0,3
1230.0,163.0,692.0,233.0,27.0,2
137.0,279.0,0.001,505.0,66.0,6
80.0,619.0,0.001,2480.0,326.0,5
860.0,1670.0,40.0,2050.0,30.0,6
80.0,28.0,107.0,15.0,4.0,3
0.001,21.0,40.0,0.001,0.001,3
14.3,92.6,26.8,16.7,83.9,3
57.0,24.0,30.0,27.0,2.0,2
210.0,43.0,187.0,102.0,12.0,3
535.0,160.0,680.0,305.0,16.0,3
10.0,26.0,0.001,6.0,147.0,4
74.0,100.0,0.001,17.0,85.0,4
179.0,306.0,0.001,579.0,73.0,6
290.0,1260.0,8.0,820.0,231.0,6
36.0,94.0,2.0,13.0,78.0,4
89.0,281.0,22.0,1216.0,145.0,6
9.0,38.0,0.001,8.0,93.0,4
0.001,33.7,0.001,11.4,136.0,4
1570.0,1110.0,1830.0,1780.0,175.0,3
256.0,8.0,21.1,15.0,37.4,2
500.0,97.0,121.0,40.0,193.0,2
88.0,45.0,39.0,15.0,57.0,3
111.7,19.4,3.8,6.4,104.1,1
5.0,14.0,0.001,5.0,234.0,4
650.0,53.0,0.001,20.0,35.0,1
24.0,78.0,7.0,779.0,266.0,5
120.0,25.0,40.0,8.0,1.0,2
10092.0,5399.0,37565.0,6500.0,530.0,2
27.0,90.0,0.2,73.0,42.0,4
220.0,77.0,240.0,170.0,22.0,3
4230.0,690.0,1180.0,196.0,5.0,2
10.0,63.0,0.001,35.0,176.0,4
820.0,1740.0,128.0,867.0,951.0,4
17.0,21.0,4.0,0.001,118.0,4
217.0,286.0,884.0,458.0,14.0,3
88.5,22.8,7.5,12.0,108.4,3
34.0,0.001,44.0,0.001,0.001,3
32.4,5.5,13.2,12.6,1.4,3
2.0,41.0,21.0,9.0,133.0,3
6709.0,10500.0,750.0,17700.0,1400.0,6
292.0,346.0,196.0,313.0,32.0,3
137.0,67.0,104.0,53.0,7.0,3
1820.0,405.0,634.0,365.0,35.0,3
290.0,966.0,57.0,1810.0,299.0,6
18.0,63.0,0.001,51.0,20.0,5
315.0,60.0,218.0,93.0,14.0,2
114.0,41.0,42.0,15.0,27.0,3
23.0,6.0,31.0,23.0,172.0,4
26.0,398.0,0.001,319.0,85.0,5
150.0,22.0,11.0,60.0,9.0,6
60.0,5.0,21.0,21.0,2.0,3
28.0,62.0,0.001,76.0,16.0,6
114.0,241.0,0.001,574.0,80.0,6
112.0,68.0,0.001,9.0,136.0,4
19.0,62.0,0.001,5.0,95.0,4
185.0,302.0,0.001,33.0,27.0,5
245.0,120.0,167.0,131.0,18.0,3
231.0,3997.0,0.001,5584.0,1726.0,5
92600.0,10200.0,0.001,0.001,0.001,1
21.0,34.0,62.0,47.0,5.0,3
24.0,20.0,0.001,87.0,4.0,6
0.001,0.001,0.001,142.0,0.001,6
45.0,125.0,0.001,25.0,111.0,4
12.0,270.0,0.001,275.0,0.001,6
5000.0,1200.0,1100.0,1000.0,83.0,3
37.0,96.0,0.001,57.0,19.0,5
4419.0,3564.0,2025.0,2861.0,668.0,3
716.0,7.1,6.8,20.0,3.3,2
43.0,19.0,40.0,0.001,3.0,3
9340.0,995.0,7.0,6.0,60.0,1
545.0,130.0,239.0,153.0,16.0,3
11.0,46.0,0.001,18.0,155.0,4
320.0,131.0,0.001,127.0,187.0,4
60.0,5.0,32.0,21.0,2.0,3
31.2,8.9,0.001,4.4,119.0,4
7020.0,1850.0,4410.0,2960.0,0.001,3
173.0,334.0,37.7,812.5,172.0,6
8.0,88.0,0.001,252.0,45.0,6
59.0,20.0,8.9,5.5,120.0,3
60.0,40.0,70.0,110.0,6.9,3
2091.0,149.0,0.001,3.0,20.0,1
77.0,36.0,76.0,18.0,27.0,3
234.5,30.28,175.88,47.69,6.11,2
56.0,286.0,7.0,928.0,96.0,6
240.0,20.0,96.0,28.0,5.0,2
13.2,18.7,4.7,79.5,97.4,4
179.0,29.0,33.0,17.0,10.0,2
102.0,6.0,10.0,7.0,6.0,2
0.001,28.0,6.0,408.0,64.0,6
323.0,115.0,446.0,130.0,7.0,3
186.0,38.3,85.9,37.0,13.0,2
74.8,30.1,0.001,13.6,82.3,4
6.0,38.0,0.001,32.0,93.0,4
625.0,130.0,0.0001,2.0,47.0,4
208.0,7.6,14.4,9.7,27.5,2
166.0,21.0,0.001,6.0,38.0,1
10.0,4.0,0.001,87.0,1.0,6
8.0,1.0,0.001,60.0,0.001,6
61.0,21.0,89.0,26.0,2.0,3
810.0,580.0,490.0,570.0,111.0,3
103.5,4.7,0.001,3.5,16.3,1
440.0,89.0,757.0,304.0,19.0,3
1651.0,90.0,2.0,45.0,33.0,1
31.0,56.0,0.001,77.0,33.0,5
155.0,49.0,10.7,42.0,69.3,3
35.0,283.0,0.001,222.0,121.0,5
420.0,250.0,800.0,530.0,41.0,3
11.0,13.0,0.001,127.0,2.0,6
345.0,112.3,58.8,51.5,27.5,2
15.0,159.0,0.001,87.0,29.0,5
870.0,77.0,14.0,54.0,73.0,1
1860.0,4980.0,1600.0,10700.0,0.001,6
41.0,65.0,0.001,58.0,22.0,5
195.0,5.3,0.001,0.001,0.001,1
4.0,88.0,35.0,14.0,213.0,3
25.0,29.0,0.001,8.0,137.0,4
565.0,53.0,0.001,47.0,34.0,2
64.0,18.0,122.0,4.0,1.0,3
505.57,475.35,3.29,524.45,242.3,4
107.0,143.0,2.0,222.0,34.0,6
160.0,24.7,0.001,0.001,38.5,1
16.0,105.0,0.001,15.0,224.0,4
34.0,174.0,0.001,361.0,52.0,6
78.0,20.0,28.0,13.0,11.0,2
25.0,28.0,80.0,15.0,27.0,3
0.001,106.0,6.0,871.0,170.0,6
441.0,207.0,261.0,224.0,43.0,3
85.0,98.0,0.001,30.0,315.0,4
79.0,40.0,0.001,10.0,264.0,4
1374.0,2648.0,298.0,5376.0,628.0,6
220.0,340.0,14.0,480.0,42.0,6
37800.0,1740.0,8.0,8.0,249.0,1
110.0,7.0,0.001,0.001,0.001,1
310.0,230.0,760.0,610.0,54.0,3
78.0,161.0,10.0,353.0,86.0,6
116.0,14.0,0.001,5.3,134.0,1
305.0,100.0,541.0,161.0,33.0,2
137.0,33.0,111.0,29.0,8.0,2
101.0,8.1,0.001,3.0,0.001,1
230.0,15.9,2.4,1.9,16.3,1
19.3,103.0,0.6,19.0,159.0,6
75.0,15.0,250.0,14.0,7.0,3
156.0,55.0,16.0,13.0,103.0,3
90.0,313.0,10.0,566.0,67.0,4
10.0,15.0,35.0,0.001,0.001,3
160.0,10.0,1.0,1.0,3.0,2
105.0,23.0,3.0,4.0,13.0,1
0.001,153.0,0.001,11.7,395.0,4
111.0,67.0,0.001,9.0,105.0,4
54.9,8.8,0.001,2.5,80.0,4
5100.0,1430.0,1010.0,1140.0,0.001,3
197.0,12.0,0.001,15.0,6.6,1
595.0,32.0,65.0,18.0,4.0,2
1.0,8.0,6.0,100.0,8.0,6
16.0,98.0,0.001,64.0,35.0,5
85.0,49.0,399.0,50.0,4.0,3
34.0,21.0,56.0,49.0,4.0,3
716.0,7.1,6.8,20.0,33.0,2
46.97,43.83,0.71,47.39,41.28,0
87.02,98.27,0.45,12.75,34.32,0
87.98,3.96,0.84,51.1,47.99,0
53.39,8.81,0.73,4.62,9.53,0
46.02,105.09,0.26,4.47,15.46,0
19.12,11.69,0.65,37.1,15.01,0
72.65,60.66,0.11,31.11,18.96,0
67.07,118.46,0.26,50.22,8.5,0
52.87,124.86,1.02,29.4,44.49,0
101.18,9.85,0.25,12.38,53.67,0
101.32,66.91,0.46,19.2,49.94,0
52.22,7.46,0.67,38.64,7.31,0
95.08,12.7,0.83,51.57,33.38,0
84.67,127.59,0.58,45.82,16.49,0
83.26,18.42,0.84,16.01,53.72,0
69.56,81.75,0.97,27.75,46.52,0
65.39,19.36,0.09,16.85,42.05,0
5.26,82.42,0.54,21.62,36.39,0
59.1,84.91,0.72,24.98,8.89,0
15.87,127.46,0.47,46.56,66.52,0
88.5,119.86,0.61,39.34,39.01,0
34.94,89.3,0.99,9.71,1.62,0
42.35,17.21,0.71,52.41,58.71,0
105.78,34.1,0.96,8.72,45.58,0
38.71,105.48,0.29,5.12,65.23,0
38.62,74.71,0.63,28.48,66.63,0
53.31,32.49,0.83,37.73,10.34,0
67.65,101.77,0.18,48.18,18.34,0
86.17,17.54,0.97,37.73,27.9,0
37.37,72.6,0.5,45.44,39.94,0
87.82,125.74,0.64,2.31,65.84,0
40.47,0.84,1.02,14.37,31.22,0
54.9,119.81,0.97,17.2,0.06,0
63.3,62.78,0.99,48.24,49.04,0
68.1,19.38,0.66,44.13,46.03,0
47.38,116.57,0.33,22.35,60.48,0
11.98,35.03,0.29,47.18,64.81,0
19.19,60.36,0.41,12.34,24.9,0
81.1,13.97,0.59,43.75,47.69,0
21.81,15.08,0.07,46.69,45.58,0
82.17,106.34,0.56,13.5,10.89,0
71.18,78.6,0.67,2.27,44.91,0
8.12,116.6,0.4,1.05,61.45,0
46.17,21.13,0.44,23.46,29.81,0
43.23,118.25,0.88,32.85,3.53,0
74.41,101.17,0.37,30.77,7.59,0
19.32,97.24,0.49,6.48,10.85,0
43.46,12.94,0.61,35.83,20.01,0
61.09,72.12,0.5,43.85,3.91,0
23.19,83.66,0.35,42.71,56.56,0
13.7,48.35,0.65,45.29,68.43,0
9.95,125.9,0.11,13.52,38.77,0
100.64,45.3,0.76,30.74,3.4,0
85.48,106.27,0.65,5.83,56.6,0
30.65,98.92,0.87,0.4,14.07,0
27.49,26.73,0.9,36.2,32.11,0
78.9,84.86,0.53,2.63,47.06,0
65.5,13.6,0.7,50.87,59.94,0
74.49,57.52,0.62,19.17,32.47,0
12.69,51.63,0.46,6.7,48.95,0
11.06,55.54,0.72,45.94,14.69,0
36.93,114.99,0.33,24.76,66.39,0
9.22,27.17,0.13,50.36,11.57,0
70.96,9.53,0.66,43.29,59.72,0
76.59,43.77,0.31,2.3,24.01,0
61.3,47.04,0.7,46.44,43.29,0
2.78,46.64,0.43,32.06,34.73,0
8.95,22.43,0.83,22.62,21.96,0
54.46,35.17,0.63,18.91,42.73,0
32.73,16.03,0.52,38.43,50.62,0
59.98,78.02,0.31,34.94,65.89,0
80.65,65.57,0.93,1.57,25.43,0
90.72,66.18,0.17,34.79,28.0,0
74.38,69.36,0.16,23.75,19.85,0
57.00263143336774,85.29110298044353,0.7434391354714698,23.6543866716691,8.258879574527462,0
40.577434293224925,115.54147810366463,0.33,23.918821373524207,64.32719266287471,0
44.87253581466755,16.51148275080781,0.5720226714899689,21.390886062338247,30.130951666898028,0
28.600996112941107,101.59063405182846,0.7947708717794802,1.6986923187542349,16.514946667166893,0
15.764667731230322,27.349011064288415,0.20529736511997246,46.99134413140357,57.40621968753214,0
78.38558701805414,62.610823944048015,0.8160441518825946,8.039751376988178,28.01790055079527,0
32.007021330136496,16.13743210482915,0.3877260784463172,49.529676826113956,52.098349078125224,0
46.143616809496464,118.63948091026688,0.9024700525153969,28.942707534822645,2.6636546419063625,0
71.0605748220756,104.37006587988267,0.473006412442575,28.440338305257093,6.297269523845683,0
64.17338120433564,118.78131761496687,0.4289892641677639,42.36080915095836,6.491169873836722,0
32.0706920495584,76.73331071451932,0.44394244058066007,44.41975241856801,46.15117758366286,0
75.65341350152323,18.820122624989825,0.5207532247421615,16.36755638828878,48.75252017698803,0
91.96411453794094,14.39257975716788,0.8789589185957651,46.73006119024722,31.463608043537196,0
59.360501373996094,46.60554148014846,0.7013534533328708,46.56857806662273,43.01795588009296,0
44.16100218704426,75.56864781082005,0.5469887312802357,30.15578998728024,66.43803644108554,0
59.27886808681967,64.30285057413926,0.9140125477262491,47.80578598700714,47.6288044577732,0
74.28233367653218,101.1813313304853,0.3664117453463185,31.09879743958208,7.793019671195138,0
85.58167044401749,107.11595023291477,0.6495655109230022,5.677059844896765,57.001467907145994,0
37.300094458081695,113.01269758631634,0.32168327060490576,20.67648586700873,66.14881484754227,0
44.791436857447984,104.72879323336954,0.2705831281942684,4.562487337697736,15.247877300106188,0
83.69504656478182,54.59883832672209,0.36649447185095324,30.96399545448484,12.81991695076795,0
13.052019287129408,70.08030542181804,0.46728194491551883,16.429049606277033,29.962842669840853,0
56.92874920218024,105.46720432925935,0.3505290390222427,7.194924074569504,14.080940972227838,0
46.571993651341266,43.4806207103663,0.7138819921070411,47.16137109643269,41.09264280199176,0
46.66705990606722,116.36722311752315,0.8237812523382205,32.62071569581078,3.9775453245231858,0
84.3387497412982,70.87546628204097,0.4112570986276674,32.666937532076524,33.5851018332305,0
26.410383643875036,15.557060231813722,0.21334204148393496,47.971119495762665,48.520751569818856,0
26.975903358925702,93.34833081498911,0.7350673290309124,8.063134945539694,6.326057106089357,0
50.77899201345245,39.426011904339354,0.6693165071994398,32.90667656300056,42.01738830701015,0
60.434920757647994,76.33028317069456,0.5724208207625334,37.63826869186816,5.54934403362462,0
59.886992580105805,79.85189190977223,0.6329957951641823,32.44258793296309,6.920541181443763,0
66.19319367168356,77.6914684820236,0.46004002250374365,24.409016477999295,13.97778813099816,0
85.15115812154666,17.643744828796578,0.9525212516701418,38.09085157842288,28.922224862001062,0
51.453869656152214,7.615653340521143,0.7734580340337351,6.081089075272127,12.780361235143843,0
9.580463591397974,124.02202808743233,0.1685604144779166,11.001902177449587,43.349828277100514,0
76.30094654779883,76.78986116497033,0.7151437978147892,29.992734579229854,40.62007891941237,0
65.8552135792184,19.335528776470884,0.10952491239025205,16.828132098122918,42.35380763679232,0
51.87333913661881,77.72562726314791,0.7756410894133935,28.167300013906537,58.01575791734311,0
74.02028493602896,67.55102829101268,0.14960361086788895,25.280348480246744,19.664944273448423,0
38.30001914061614,107.67040335547217,0.2992130530198619,9.643609032752211,65.497178537576,0
36.1470953621989,9.323839980387435,0.7407425944572932,27.807866354715053,42.05518733505703,0
77.74773223156242,108.52437648848017,0.6264880742596044,14.100014328684233,9.13374184333777,0
48.47646706876161,45.578166010595986,0.7358304212647429,47.4684137788394,41.99587167505145,0
38.834727099150406,29.260814410964613,0.8692435748667495,36.872247577912475,22.54475178355909,0
47.53249561761853,23.297780142317436,0.5144220295337851,26.183082978069525,26.09462329481334,0
596.6687193936352,48.289070213104445,0.305623195653974,17.701675764344756,32.62548822062138,1
5878.633903134432,587.5950945944415,4.749144169030064,23.556675481565502,47.845378512762345,1
184.4350407372514,11.019650359488029,0.001,2.1864893316285787,13.844375414661506,1
136.76615976191022,22.870953002533355,1.977853768343001,0.001,43.19620175025219,1
190.15852790341265,5.1184447963779744,0.001,0.001,0.6055788280613449,1
103.7496919802984,7.74624215964035,0.5002174992765798,3.583230660099463,15.750677643343543,1
781.3412991329837,67.32814172359824,8.358485666193818,40.2982007750975,57.6862243956972,1
161.35075347771541,24.530370493496203,0.001,0.23339242391019913,40.855965368108265,1
8683.517608877912,996.197960567741,9.87510536257849,5.041631545807171,54.728973501939436,1
4547.163023401589,622.533512082329,11.94842824769186,19.836328549955883,35.92600830814467,1
