h2,ch4,c2h2,c2h4,c2h6
6600.0,1000.0,19.0,2.0,38.0
152.0,116.0,414.0,131.0,7.0
127.0,107.0,224.0,154.0,11.0
102.2,69.84,45.84,8.79,0.07
79.3,7.46,44.68,29.09,0.47
31.0,63.0,7.0,714.0,246.0
9.9,59.61,2.83,35.39,0.57
47.0,9.0,81.0,16.0,4.0
53.0,189.0,5.0,295.0,25.0
14.0,14.0,1.0,7.0,124.0
0.001,100.0,7.0,1365.0,309.0
21.0,42.0,0.001,92.0,4.0
122.0,161.0,0.001,35.0,271.0
80.81,12.73,26.18,42.5,0.81
0.001,10.0,5.0,68.0,17.0
235.0,16.0,0.001,35.0,0.001
9.0,56.0,1.0,7.0,135.0
151.0,242.0,0.001,232.0,68.0
305.0,85.0,130.0,197.0,25.0
183.0,6.0,0.001,5.0,0.001
1549.2,10.2,0.001,53.19,0.001
33046.0,619.0,0.001,2.0,58.0
121.0,73.0,0.001,11.0,179.0
88.7,460.8,18.3,184.6,94.9
243.0,127.0,588.0,122.0,20.0
172.9,334.0,37.7,812.5,172.0
260.0,215.0,277.0,334.0,35.0
35.0,11.0,146.0,7.0,0.001
16.0,68.0,0.001,15.0,124.0
0.001,215.0,0.001,18.4,555.0
111.0,2.8,27.5,0.001,47.0
46.0,21.0,93.0,11.0,1.0
3559.0,187.0,1140.0,230.0,22.0
1550.0,2740.0,184.0,5450.0,816.0
74.0,173.0,0.001,33.0,263.0
56.0,61.0,31.0,32.0,75.0
16000.0,3600.0,0.001,14.0,670.0
68.65,102.24,44.12,34.42,0.29
0.001,6.0,0.001,67.0,52.0
20.0,132.0,0.001,17.0,61.0
27.0,51.0,0.001,153.0,0.001
52.77,71.61,53.06,44.77,0.8
95.0,110.0,0.001,50.0,160.0
8.0,16.0,0.001,7.0,88.0
35.0,6.0,482.0,26.0,3.0
34.0,8.6,0.001,3.1,70.3
181.5,22.0,0.001,3.7,76.0
200.0,700.0,1.0,740.0,250.0
18.0,30.0,0.001,8.0,146.0
24.16,39.88,7.63,32.53,0.41
6870.0,1028.0,5500.0,900.0,79.0
100.0,200.0,11.0,670.0,110.0
59.0,119.0,0.001,70.0,36.0
530.0,345.0,250.0,266.0,85.0
39.0,525.0,16.0,2925.0,538.0
113.0,137.0,0.001,34.0,173.0
19.0,12.0,63.0,8.0,2.0
109.0,4.0,0.001,9.0,11.0
95.0,10.0,39.0,11.0,0.001
24.7,20.4,6.8,71.0,117.0
1084.0,188.0,769.0,166.0,8.0
137.0,6.0,16.5,6.4,11.4
4.0,2.0,0.001,63.0,1.0
3700.0,1690.0,3270.0,2810.0,128.0
620.0,325.0,244.0,181.0,38.0
3.0,5.0,3.0,185.0,90.0
36.0,30.0,7.1,93.0,10.0
14.0,15.0,0.001,73.0,42.0
36.0,167.0,0.001,18.0,230.0
109.0,19.0,59.0,12.0,5.0
7150.0,1440.0,1760.0,1210.0,97.0
134.0,13.0,0.001,0.001,156.0
100.0,18.0,0.001,0.001,0.001
115.0,129.0,0.001,36.0,316.0
0.001,187.0,0.001,13.0,609.0
8266.0,1061.0,0.001,0.001,22.0
507.0,1053.0,17.0,1440.0,297.0
56.0,61.0,31.0,32.0,75.0
109.0,16.0,0.001,0.001,0.001
119.0,8.0,21.0,0.001,20.0
58.94,123.07,7.52,8.43,0.61
20000.0,13000.0,57000.0,29000.0,1850.0
1458.0,9.0,0.001,0.001,1812.0
29.0,71.0,0.001,20.0,158.0
121.0,450.0,116.0,898.0,146.0
151.0,13.5,9.2,5.0,50.7
153.0,18.0,278.0,0.001,9.0
180.0,175.0,4.0,50.0,75.0
13.0,3.0,6.0,3.0,1.0
289.0,13.4,36.3,49.8,18.2
13.0,59.0,0.001,44.0,117.0
163.0,26.0,133.0,19.0,7.0
10000.0,6730.0,10400.0,7330.0,345.0
86.0,480.0,9.0,644.0,155.0
17.19,35.19,47.55,4.44,0.95
530.0,345.0,21.0,266.0,85.0
51.78,48.96,66.77,48.45,0.29
10.0,56.0,0.001,70.0,72.0
1500.0,395.0,323.0,395.0,28.0
2770.0,660.0,763.0,712.0,54.0
800.0,160.0,600.0,260.0,23.0
755.0,229.0,460.0,404.0,32.0
151.0,51.0,19.0,12.0,16.0
2587.0,7.88,0.001,1.4,4.7
27.0,49.0,0.001,9.0,192.0
210.0,22.0,7.0,6.0,6.0
6454.0,2313.0,6432.0,2159.0,121.0
62.78,63.16,3.85,13.67,0.77
75.0,15.0,26.0,14.0,7.0
48.35,45.3,54.49,29.4,0.78
0.001,0.001,0.001,57.0,9.0
16.91,4.13,9.13,6.2,0.53
67.29,87.2,35.59,28.93,0.98
128.0,35.0,0.001,17.0,213.0
1170.0,255.0,325.0,312.0,18.0
2510.0,202.0,1730.0,208.0,139.0
130.0,140.0,0.001,120.0,2.0
16.0,68.0,0.001,19.0,157.0
18.0,35.0,0.001,110.0,2.0
55.0,159.0,0.001,493.0,114.0
79.7,69.83,63.42,27.23,0.22
63.0,22.0,76.0,11.0,15.0
53.0,150.0,0.001,379.0,64.0
13.0,138.0,0.001,16.0,83.0
36.0,21.0,0.001,2.0,65.0
15.0,7.0,0.001,5.0,92.0
15.81,110.16,53.17,17.45,0.49
55.0,22.0,0.001,2.6,358.0
20.0,48.0,0.001,186.0,36.0
16.4,45.5,0.001,3.8,68.7
153.0,18.0,11.0,0.001,9.0
92.0,27.0,0.001,7.0,67.0
645.0,86.0,317.0,110.0,13.0
15.0,139.0,0.001,343.0,160.0
93.5,131.9,0.001,11.7,39.0
90.0,28.0,32.0,31.0,8.0
385.0,28.8,171.0,82.3,50.0
35.0,29.0,0.001,78.0,7.0
720.0,7.0,101.0,15.0,0.001
14.15,70.58,60.37,12.22,0.89
50.0,274.0,6.3,320.0,95.0
30.4,117.0,0.1,138.0,44.2
818.0,94.0,978.0,121.0,49.0
106.0,4.0,0.001,1.0,2.0
87.0,34.0,60.0,15.0,23.0
4879.0,262.0,1827.0,332.0,15.0
38.28,111.79,0.17,3.56,0.25
84.0,6.0,86.0,14.0,1.0
7940.0,2000.0,5390.0,3120.0,355.0
1230.0,163.0,692.0,233.0,27.0
137.0,279.0,0.001,505.0,66.0
80.0,619.0,0.001,2480.0,326.0
860.0,1670.0,40.0,2050.0,30.0
38.63,59.93,50.53,15.57,0.52
85.2,95.9,33.93,11.22,0.73
80.0,28.0,107.0,15.0,4.0
99.23,46.91,9.7,7.02,0.92
0.001,21.0,40.0,0.001,0.001
14.3,92.6,26.8,16.7,83.9
57.0,24.0,30.0,27.0,2.0
210.0,43.0,187.0,102.0,12.0
90.15,4.88,40.41,1.81,0.54
105.38,67.58,30.77,35.04,0.01
535.0,160.0,680.0,305.0,16.0
10.0,26.0,0.001,6.0,147.0
74.0,100.0,0.001,17.0,85.0
179.0,306.0,0.001,579.0,73.0
290.0,1260.0,8.0,820.0,231.0
25.81,81.79,40.16,46.21,0.2
36.0,94.0,2.0,13.0,78.0
42.13,62.69,37.19,37.46,0.77
89.0,281.0,22.0,1216.0,145.0
9.0,38.0,0.001,8.0,93.0
0.001,33.7,0.001,11.4,136.0
1570.0,1110.0,1830.0,1780.0,175.0
256.0,8.0,21.1,15.0,37.4
500.0,97.0,121.0,40.0,193.0
88.0,45.0,39.0,15.0,57.0
111.7,19.4,3.8,6.4,104.1
5.0,14.0,0.001,5.0,234.0
105.24,117.78,43.16,34.13,0.68
650.0,53.0,0.001,20.0,35.0
24.0,78.0,7.0,779.0,266.0
120.0,25.0,40.0,8.0,1.0
10092.0,5399.0,37565.0,6500.0,530.0
27.0,90.0,0.2,73.0,42.0
220.0,77.0,240.0,170.0,22.0
4230.0,690.0,1180.0,196.0,5.0
10.0,63.0,0.001,35.0,176.0
32.7,54.39,50.3,49.24,0.95
820.0,1740.0,128.0,867.0,951.0
17.0,21.0,4.0,0.001,118.0
217.0,286.0,884.0,458.0,14.0
88.5,22.8,7.5,12.0,108.4
34.0,0.001,44.0,0.001,0.001
32.4,5.5,13.2,12.6,1.4
2.0,41.0,21.0,9.0,133.0
6709.0,10500.0,750.0,17700.0,1400.0
292.0,346.0,196.0,313.0,32.0
137.0,67.0,104.0,53.0,7.0
1820.0,405.0,634.0,365.0,35.0
290.0,966.0,57.0,1810.0,299.0
63.81,34.15,23.03,36.6,0.02
18.0,63.0,0.001,51.0,20.0
36.33,41.71,25.72,22.74,0.58
315.0,60.0,218.0,93.0,14.0
114.0,41.0,42.0,15.0,27.0
41.65,73.61,24.65,5.21,0.72
23.0,6.0,31.0,23.0,172.0
26.0,398.0,0.001,319.0,85.0
150.0,22.0,11.0,60.0,9.0
60.0,5.0,21.0,21.0,2.0
28.0,62.0,0.001,76.0,16.0
114.0,241.0,0.001,574.0,80.0
112.0,68.0,0.001,9.0,136.0
19.0,62.0,0.001,5.0,95.0
185.0,302.0,0.001,33.0,27.0
245.0,120.0,167.0,131.0,18.0
231.0,3997.0,0.001,5584.0,1726.0
92600.0,10200.0,0.001,0.001,0.001
21.0,34.0,62.0,47.0,5.0
24.0,20.0,0.001,87.0,4.0
0.001,0.001,0.001,142.0,0.001
45.0,125.0,0.001,25.0,111.0
12.0,270.0,0.001,275.0,0.001
5000.0,1200.0,1100.0,1000.0,83.0
87.09,61.21,43.41,43.55,1.0
37.0,96.0,0.001,57.0,19.0
4419.0,3564.0,2025.0,2861.0,668.0
716.0,7.1,6.8,20.0,3.3
43.0,19.0,40.0,0.001,3.0
9340.0,995.0,7.0,6.0,60.0
545.0,130.0,239.0,153.0,16.0
48.05,76.9,36.49,20.64,0.5
11.0,46.0,0.001,18.0,155.0
320.0,131.0,0.001,127.0,187.0
60.0,5.0,32.0,21.0,2.0
31.2,8.9,0.001,4.4,119.0
7020.0,1850.0,4410.0,2960.0,0.001
173.0,334.0,37.7,812.5,172.0
8.0,88.0,0.001,252.0,45.0
59.0,20.0,8.9,5.5,120.0
60.0,40.0,70.0,110.0,6.9
2091.0,149.0,0.001,3.0,20.0
77.0,36.0,76.0,18.0,27.0
17.84,84.07,20.94,5.07,0.48
234.5,30.28,175.88,47.69,6.11
56.0,286.0,7.0,928.0,96.0
240.0,20.0,96.0,28.0,5.0
13.2,18.7,4.7,79.5,97.4
60.48,65.82,17.66,50.8,0.19
179.0,29.0,33.0,17.0,10.0
102.0,6.0,10.0,7.0,6.0
0.001,28.0,6.0,408.0,64.0
323.0,115.0,446.0,130.0,7.0
17.36,114.04,38.71,38.25,0.48
186.0,38.3,85.9,37.0,13.0
74.8,30.1,0.001,13.6,82.3
6.0,38.0,0.001,32.0,93.0
27.09,124.34,53.19,32.0,0.26
625.0,130.0,0.0001,2.0,47.0
36.34,129.78,21.36,26.74,0.37
208.0,7.6,14.4,9.7,27.5
166.0,21.0,0.001,6.0,38.0
10.0,4.0,0.001,87.0,1.0
8.0,1.0,0.001,60.0,0.001
61.0,21.0,89.0,26.0,2.0
810.0,580.0,490.0,570.0,111.0
103.5,4.7,0.001,3.5,16.3
440.0,89.0,757.0,304.0,19.0
1651.0,90.0,2.0,45.0,33.0
31.0,56.0,0.001,77.0,33.0
155.0,49.0,10.7,42.0,69.3
35.0,283.0,0.001,222.0,121.0
420.0,250.0,800.0,530.0,41.0
11.0,13.0,0.001,127.0,2.0
345.0,112.3,58.8,51.5,27.5
15.0,159.0,0.001,87.0,29.0
870.0,77.0,14.0,54.0,73.0
1860.0,4980.0,1600.0,10700.0,0.001
41.0,65.0,0.001,58.0,22.0
66.47,119.2,23.32,5.74,0.59
195.0,5.3,0.001,0.001,0.001
82.42,6.62,50.08,30.73,0.54
4.0,88.0,35.0,14.0,213.0
25.0,29.0,0.001,8.0,137.0
565.0,53.0,0.001,47.0,34.0
64.0,18.0,122.0,4.0,1.0
505.57,475.35,3.29,524.45,242.3
3.35,16.79,27.68,45.91,0.53
2.82,6.09,69.55,18.75,0.96
107.0,143.0,2.0,222.0,34.0
9.14,1.39,24.85,40.92,0.31
160.0,24.7,0.001,0.001,38.5
16.0,105.0,0.001,15.0,224.0
98.27,23.28,61.53,15.26,0.3
20.63,31.48,46.42,29.21,0.9
34.0,174.0,0.001,361.0,52.0
50.61,5.46,47.88,37.51,0.7
78.0,20.0,28.0,13.0,11.0
25.0,28.0,80.0,15.0,27.0
0.001,106.0,6.0,871.0,170.0
441.0,207.0,261.0,224.0,43.0
85.0,98.0,0.001,30.0,315.0
79.0,40.0,0.001,10.0,264.0
1374.0,2648.0,298.0,5376.0,628.0
73.09,74.29,42.9,31.73,0.73
89.37,92.97,37.62,27.93,0.34
52.85,41.75,23.01,29.13,0.86
220.0,340.0,14.0,480.0,42.0
37800.0,1740.0,8.0,8.0,249.0
110.0,7.0,0.001,0.001,0.001
310.0,230.0,760.0,610.0,54.0
78.0,161.0,10.0,353.0,86.0
116.0,14.0,0.001,5.3,134.0
305.0,100.0,541.0,161.0,33.0
137.0,33.0,111.0,29.0,8.0
101.0,8.1,0.001,3.0,0.001
230.0,15.9,2.4,1.9,16.3
19.3,103.0,0.6,19.0,159.0
75.0,15.0,250.0,14.0,7.0
156.0,55.0,16.0,13.0,103.0
90.0,313.0,10.0,566.0,67.0
10.0,15.0,35.0,0.001,0.001
160.0,10.0,1.0,1.0,3.0
105.0,23.0,3.0,4.0,13.0
0.001,153.0,0.001,11.7,395.0
111.0,67.0,0.001,9.0,105.0
54.9,8.8,0.001,2.5,80.0
5100.0,1430.0,1010.0,1140.0,0.001
197.0,12.0,0.001,15.0,6.6
595.0,32.0,65.0,18.0,4.0
1.0,8.0,6.0,100.0,8.0
16.0,98.0,0.001,64.0,35.0
85.0,49.0,399.0,50.0,4.0
34.0,21.0,56.0,49.0,4.0
716.0,7.1,6.8,20.0,33.0
