h2,ch4,c2h2,c2h4,c2h6
10.61,0.888,25.08,5.218,6.773
4.57,7.54,24.824,2.006,8913.472
14.072,4.191,6.562,9.743,0.032
53.937,2.176,65.296,19.656,0.779
29.686,0.511,9.326,8.049,0.873
16.392,7.779,0.226,1.032,2.475
70.164,0.1,5949.384,22.479,14.892
27.786,0.42,6.86,0.25,14.003
3.592,3.508,3.159,11.388,6.016
45.781,3.429,1.103,12.088,25.257
13.178,24.334,33.153,7467.589,8.582
0.981,3.436,3.128,20.419,8.728
3.383,3.567,30.265,3.639,4.44
5.528,18.015,17.888,3.518,17.184
6.341,27.528,1295.546,3978.135,0.466
3947.527,7.21,12.917,1.096,4.235
2.398,5.985,3.761,5.821,4.692
5978.837,22.748,1.399,12.374,2.269
4.581,8828.494,0.402,3.74,8.989
2.895,13.202,5.567,5.22,7087.796
3.55,14.262,31.528,8708.58,6.366
4.891,296.846,2.274,21.826,1.529
1.098,13.198,8.375,7096.539,20.129
4.816,6.326,26.537,5.052,19.543
14.549,8.501,18.362,16.534,3.434
19.499,11.674,5.613,8.965,757.434
16.741,12.484,3.447,3748.131,5.774
17.207,31.007,0.05,6.689,3.285
2.876,0.807,3.657,12.05,10.409
20.59,19.324,5.048,8.787,8748.517
7.189,5.644,6.761,10.069,3.425
0.346,16.507,0.33,13.048,2.986
5.588,1.074,7.592,16.873,8221.543
6.136,10.384,5.924,0.489,2.329
8.412,8.91,3.182,6.938,8.886
12.501,2.26,12.999,3.858,14.146
1.695,7513.033,1.953,1.557,1860.03
7.472,19.435,2.559,27.388,10.11
20.812,7.783,11.996,12.289,25.159
19.866,8.179,9.721,15.07,1.574
18.619,11.258,6.321,19.917,46.479
16.264,9.535,6726.642,15.286,15.786
18.31,13.011,655.138,2.008,34.865
11.157,4957.774,21.652,20.626,1985.782
2.843,12.419,13.253,6744.371,8359.819
11.205,30.986,10.078,1847.611,4.497
4.648,12.002,3.057,3.534,7.825
2.586,7.382,6005.642,16.88,9.128
0.696,1.229,1.025,3.564,3.724
4.607,15.05,16.44,26.233,13.371
0.258,14.682,2.509,13.939,9.947
24.881,32.839,18.348,18.338,0.773
6.499,6804.483,14.609,27.967,4.581
49.701,2.634,0.786,5.768,10.406
4748.846,1.231,2.159,20.153,12.384
12.985,2.723,56.284,20.934,1.938
14.04,31.005,3.212,9.979,13.326
6.216,43.562,37.777,32.357,15.401
4.412,5.775,14.725,2.344,10.214
23.698,5.969,7.756,14.838,10.64
12.113,9.885,2.78,4.536,0.892
5371.846,11.43,7.99,4758.728,9.688
12.487,1481.634,6.302,0.542,952.039
3.358,5.687,2.351,21.417,6.148
22.201,2.577,7.695,20.189,4.967
3759.91,5.395,9.411,0.244,2.337
15.969,5.989,28.29,0.356,17.834
31.457,4.094,26.686,0.224,2.907
1.67,40.534,1.898,997.442,5.638
7262.048,3.929,10.136,4.438,4.718
25.849,8831.553,6.808,4.163,4309.712
11.916,2.662,17.452,1.874,0.888
7.341,22.524,3524.118,11.773,7.599
0.353,5.015,0.599,11.005,9.474
4.365,3.498,27.722,2.828,4080.271
16.006,22.371,5.378,0.832,1742.173
11.721,4379.254,7.733,10.756,21.088
6.134,2.394,2.108,2.953,17.164
2.915,34.928,1.147,2.822,12.374
9.629,0.993,16.821,0.707,7.401
5.509,4083.196,6219.399,11.711,0.532
21.211,4.161,9.347,0.686,5.969
0.142,21.453,4.064,21.243,19.175
13.031,4.17,8.275,4.928,14.259
4.935,2.057,0.798,25.122,11.269
14.061,14.237,6182.323,6.821,18.633
13.36,0.405,6912.727,48.065,2.264
27.688,11.404,11.066,6829.118,9.753
4.956,16.672,9.197,29.665,17.217
3.842,0.421,18.104,8.764,6.278
17.166,0.841,4.163,2.546,4381.107
17.415,13.108,0.382,14.977,4060.116
1.41,35.757,58.49,5.29,16.481
4.624,1.418,15.666,8.119,8387.841
0.267,20.813,1.9,7.992,7.011
3.36,26.403,11.182,2.165,24.593
9886.461,5.231,8.353,1.348,7.857
2.413,3.587,1.094,3.563,29.605
2.556,16.116,2992.618,14.136,4.43
6.127,21.793,2.816,9.761,8.429
7.952,15.248,8.072,4.114,1.72
11.033,0.834,9973.12,1182.731,0.507
1.22,47.247,26.933,20.748,51.15
18.354,6.62,0.958,1.645,27.022
52.426,6.417,1.459,2.773,17.844
4.345,12.536,11.454,3.26,22.398
17.214,0.433,26.458,10.441,20.714
26.723,33.873,19.881,4.623,7.949
6.03,3.449,0.395,6.302,5.759
1.723,8542.139,36.141,3.479,1.026
4.879,0.2,20.498,103.889,11.117
14.134,3.006,9.288,0.508,3.177
6400.146,3.34,4.318,2.917,0.521
7413.688,8099.643,6.551,21.47,1.671
2.716,1.395,4.077,0.986,3.317
1.15,23.447,8133.92,18.255,6.087
15.8,18.651,7.539,12.098,45.342
70.775,5.031,15.803,17.29,18.713
1.781,6.036,5.889,17.292,9.169
7.159,15.875,8.485,16.477,1808.099
2.984,5.059,7.614,0.399,6.064
0.564,7.95,10.995,5.979,3.075
3.889,22.105,0.399,2.183,2.016
0.706,49.962,1.097,6.534,0.508
13.359,1.211,2131.966,5255.62,10.957
9.739,10.119,9637.291,8.035,5.812
8.266,12.2,36.929,2.281,5.41
6.442,0.586,4.91,13.403,11.101
9936.231,2353.811,6.921,31.09,0.83
6.147,1.74,9517.672,9.273,5.447
1.709,35.689,9.362,34.845,12.068
11.831,6.283,2.449,8.849,2.606
13.798,0.52,4.17,17.896,13.941
12.188,41.357,0.769,7.028,4300.084
3858.35,4785.427,12.79,2.589,13.759
15.935,0.026,2.496,29.713,16.671
8.101,2.215,25.815,3.915,0.14
0.157,20.214,2.284,19.05,24.709
7.127,14.084,6.433,9.53,7.373
12.149,25.862,6.676,19.78,15.13
11.37,5.908,15.485,31.18,7.323
22.622,3.862,3.321,10.264,5.668
35.208,16.011,30.247,32.49,7.415
2.036,3775.099,4.488,8.092,1.438
4.864,0.934,19.531,0.207,1202.039
1.234,10.947,473.179,4215.777,18.933
2.978,17.921,8.52,17.132,13.868
10.887,12.221,0.053,16.011,0.123
9441.877,6.767,1.589,3.799,19.294
4.181,17.009,1.046,4.838,9.529
12.978,1.42,3317.301,6.715,4.31
5.429,17.065,4.985,3.392,1.248
1.012,2.98,6.527,5.08,34.599
0.19,0.039,2.794,11.79,10.954
46.939,29.115,12.737,0.592,17.828
6.522,27.081,2.498,3.594,2.541
0.443,8.363,1.305,2.14,0.908
43.991,5.82,3.588,3.382,19.713
4.516,25.727,5872.338,6425.308,1.69
12.232,3.558,2.217,16.262,0.069
3.735,2.346,1.881,17.769,6.39
12.02,7.802,5.075,16.086,28.751
13.759,19.95,6.332,2.232,9.086
6824.849,0.654,16.394,13.537,3.359
8231.436,3.496,12.464,3.587,15.123
33.044,0.735,32.206,4.407,3854.644
13.597,16.788,4186.364,14.509,4.274
6141.876,9.644,1.811,6.1,17.495
1.224,19.824,0.296,6.183,0.779
13.081,4.492,0.787,1.316,22.668
4.946,7.81,10.022,8.969,2.381
12.847,16.833,2.065,10.004,3.068
3.448,647.16,8.522,1.268,8.908
2.751,11.119,6.102,1.555,1.336
11.649,4.536,3600.611,17.442,17.165
3.25,4.637,19.567,3729.835,1.041
6.143,23.676,8.954,14.893,9.674
24.141,11.896,0.933,5.585,5.681
3.204,11.6,14.809,13.321,9924.256
10.211,2.771,1.485,1.428,3.805
2.978,4.341,3.93,3.156,13.802
9248.2,8.432,2908.579,17.425,12.966
9.933,3.16,2.523,4.565,5.819
7.433,12.134,2.85,10.814,9.138
0.704,0.113,2.572,1.282,1412.578
0.78,7.353,17.505,8.462,5.202
25.307,7.874,36.715,10.486,5.192
4.511,22.367,1.462,6.792,4.029
10.162,20.679,4274.908,14.292,0.143
28.194,5.284,9.263,25.582,42.758
0.564,1.805,3.771,3073.66,6.211
6.152,5.413,4.63,0.959,1.418
4.825,1.535,5.853,9.661,7.443
11.651,3.853,11.022,5.272,23.643
3.153,21.674,6.211,46.02,19.328
9884.68,17.394,1.786,6.605,2.668
38.797,27.21,0.862,7.677,5.405
7.807,7.376,6.441,0.744,2.989
10.0,10.552,2.695,12.501,11.897
24.297,2308.302,35.472,20.89,9.419
3.744,3.448,22.461,4.912,19.055
2.469,32.173,11.609,12.633,12.827
0.149,15.871,8.027,9302.964,8.384
6.527,52.859,7.094,0.798,0.347
7.376,10.852,18.398,17.076,3.825
15.791,6.077,1.387,6.022,6.418
4.98,4.103,530.507,46.267,0.514
6950.693,2.87,18.74,3028.097,11.9
11.852,8.507,9.176,2.249,0.514
1.518,9.33,4.344,13.433,11.694
3.148,8.583,22.542,8.756,6.215
2.132,3952.208,9.352,7.319,2.322
20.983,7.901,22.053,3.685,9071.232
3.066,13.927,13.715,7194.65,42.643
2.971,7.253,12.491,2.842,0.812
11.587,13.059,8.899,8.231,0.745
4.705,36.607,4.383,9.201,11.716
6.519,5.986,28.02,1.827,8.839
64.714,3.65,4.019,7.198,10.151
2.381,24.864,9.601,1.425,0.905
0.502,28.751,11.541,14.686,2.712
712.518,4594.545,2.945,12.091,12.744
33.454,7.988,1.566,1.723,28.607
13.751,26.493,39.275,6.789,6.915
2216.847,0.655,7.623,6.268,7217.612
2.955,1.821,2.671,11.951,11.281
1.944,21.968,21.012,8.181,2.559
3.374,2.047,14.449,0.808,4.476
6.484,7.966,2.327,33.145,2.391
18.871,5.5,30.797,16.305,4.748
3.371,17.694,1.808,33.565,34.538
0.061,21.085,7.354,8.937,9.581
5.519,1399.948,11.097,0.528,34.87
30.486,5.413,5.855,3.491,2.71
366.276,6.55,10.236,16.132,2.305
7.815,6901.11,16.343,264.653,5.846
10.796,19.669,5.42,4.562,7.202
17.409,3.898,3.328,28.262,26.345
15.711,2.103,9.914,2.332,0.153
1.607,4.829,54.777,6.301,1.377
2.807,17.827,20.347,4.176,1.501
1.565,4.303,1.488,4.551,0.07
12.662,3.206,20.721,7633.155,3.395
7.283,4.303,3.978,8225.842,13.965
0.468,4975.599,0.747,14.366,25.98
12.141,6.113,0.753,16.425,18.446
5.657,9.24,8126.29,21.49,3.529
2.377,0.083,6.784,5.678,9.963
0.876,6.326,33.147,16.03,11.233
18.715,0.908,5.342,2.073,6.746
8.978,11.942,13.37,7.693,18.649
30.055,17.41,7.213,3.136,0.258
6.522,18.569,4.79,15.068,2.432
441.716,4.213,0.834,7.57,5.134
13.383,8458.342,5.268,9864.199,6.851
10.95,0.067,5.995,12.266,16.185
11.028,20.001,26.427,5.292,0.311
40.118,6.578,0.407,42.508,6.684
9.866,17.935,2.842,3.158,8.442
36.794,2.138,10.427,28.586,2.294
9.855,4.116,3.68,10.445,8.336
13.514,7724.378,6967.484,2.869,3.093
3.407,6.122,8.195,17.228,0.763
45.588,3.137,2.466,11.726,5.44
1.463,13.876,16.277,3.449,3.75
2.248,22.112,17.194,7.462,2.077
10.511,497.762,6.804,7.932,19.916
7908.873,2.017,7.027,17.325,21.311
11.277,0.718,4.65,2.914,5.508
9.606,10.184,16.558,0.646,4.646
11.046,8.288,21.288,0.642,8.875
4.56,15.509,20.878,5.268,9.129
33.14,1.957,2.994,8.666,8.2
9.075,4.016,0.756,22.028,7.118
22.604,8.276,5.22,7.291,12.998
9155.437,4855.932,6.408,37.607,6.779
1.013,16.623,6.876,9514.268,1.233
6383.433,9.134,41.539,58.394,5233.7
2.74,6.764,8.176,3.797,2.145
4.112,3.272,6319.356,2.955,0.243
1503.046,19.515,6.172,8627.385,9.545
0.498,3.133,19.524,27.354,0.265
2.276,6.443,13.732,0.802,5.705
0.476,2.474,9.244,15.481,21.29
6.752,2497.823,6.254,2.479,3.75
12.929,22.725,9.993,7.848,7.116
9.7,17.921,15.515,2.208,13.859
20.466,2.946,26.252,7941.804,50.169
1.364,9300.401,24.445,0.123,8079.22
17.97,5.9,6.289,14.982,0.111
3.023,1445.213,17.713,12.774,11.719
3.203,2.849,10.525,22.521,29.881
2.727,1.233,1.3,5.176,13.236
38.264,6176.396,4.165,1.947,19.639
2535.986,4.81,22.884,6.568,40.962
4.736,5.167,12.218,0.279,2.15
10.434,1.73,5.447,11.471,23.168
20.748,3.116,7182.858,2.05,30.481
9.837,3.527,0.961,1.593,0.066
5.108,5.948,2.033,2.372,0.619
4.994,9.373,24.13,11.067,1.029
1.743,1.845,0.065,26.027,8712.895
19.637,9.089,7.218,1.847,5.336
5.565,3.614,1.077,6.735,0.494
844.447,0.493,10.778,7.323,5.612
8.437,6.415,0.816,16.288,5.753
2.613,4133.07,10.322,0.132,37.452
5.626,4.776,0.027,19.365,24.512
14.989,14.399,3.782,3.269,3.021
1.566,13.87,14.539,1.867,16.648
30.395,20.855,942.922,28.384,0.619
0.408,0.219,24.111,9.41,3.149
16.933,33.743,0.62,27.852,22.813
17.204,4412.171,16.02,2.439,9.87
3.569,5.203,5.551,36.984,18.816
7.967,8.851,4.848,3.357,14.805
1.156,13.867,16.467,15.316,6.81
0.091,5.258,21.257,22.311,2906.545
15.738,24.484,1.838,1.63,5.465
7373.903,4.261,11.944,8662.895,3.237
3.573,1.497,4.649,37.813,4.099
38.6,4.769,12.615,16.23,19.698
2.437,13.616,18.677,9623.084,0.003
21.881,9.014,4.241,7.279,7.843
5.494,7.496,5.279,1123.512,3646.986
9.615,1.553,3.34,3.694,6.128
3.534,4.452,1.422,0.92,39.784
0.276,25.942,1.012,12.187,1.189
0.115,7.383,19.281,3.855,0.281
0.376,21.445,6.91,17.215,19.01
4.752,1.793,2.522,7.763,1.64
1.055,0.955,21.233,4.555,1400.587
37.647,11.685,13.009,0.55,5.768
8.796,0.129,1.007,8.411,33.663
2.092,14.248,21.941,9.834,5.273
3.733,1.32,24.217,30.403,22.333
3.403,21.745,0.432,8245.376,0.691
17.812,0.969,23.76,1.761,7.815
7.537,5.995,13.003,19.488,6622.557
3937.322,41.448,16.837,8.733,17.929
23.61,6.596,3.981,5.687,29.791
6553.516,40.901,3.574,24.613,511.829
18.763,7607.279,0.064,5.097,14.161
0.843,10.409,1.034,1.626,31.141
9.46,19.151,2.865,0.658,6.698
15.133,16.058,38.584,5.722,6.519
10.467,8.758,37.922,8.276,1.025
4.238,4.361,19.656,22.239,19.56
9.563,6.045,14.39,22.716,36.248
6.053,0.944,22.473,3.705,38.884
2.16,1.346,12.233,2.797,0.128
1042.23,5835.036,1.831,43.259,4.987
4.313,4.027,1.561,9.598,0.901
3614.083,0.101,22.758,8.563,4.752
2.338,5.928,24.994,14.523,17.38
3562.781,36.524,0.406,20.157,7.048
0.851,2.626,4947.109,12.203,0.768
13.532,75.594,4164.469,7.698,0.938
14.425,5.667,38.285,3.588,10.672
6.667,22.763,2.023,7.442,26.342
11.558,22.087,10.401,2.689,5.867
6.313,4087.234,30.371,20.058,10.052
3215.63,19.112,7799.377,2.808,6.709
5.624,9.353,8.66,4386.994,12.564
31.507,0.479,9095.919,12.736,0.976
2.944,0.702,4.995,5.62,4.845
0.559,8.377,33.616,4.465,12.065
7.044,0.584,13.702,2.607,1.626
7.733,1.441,5.663,5.224,12.08
14.678,6.187,11.928,37.706,2.295
10.718,0.2,38.453,0.608,1.127
9.469,2.471,3.058,4.433,6.091
2.657,43.521,8.691,15.744,1.119
3.442,14.347,7.238,10.627,1.289
0.451,19.739,8126.603,20.787,17.403
21.945,9.431,13.1,20.729,6.977
8.699,1353.036,1359.63,20.055,10.457
1.608,12.049,20.658,9.435,9191.334
2.498,21.536,3.495,22.412,1.047
1.939,2.469,14.087,7533.029,4.0
1563.863,4.194,2.726,0.213,5.346
14.539,2.119,34.445,1.936,28.45
8.831,2.604,17.182,26.704,0.157
7.5,4149.606,1.396,4790.169,31.011
1.419,6.013,5.963,16.553,9.408
9.424,20.747,0.289,2.394,9.295
19.953,1.025,6.436,6.155,4.573
0.616,6.174,11.083,22.739,28.662
9.651,13.716,20.103,4817.867,7.515
28.177,0.105,18.347,31.297,19.169
1.487,1.219,8.911,2985.244,1.984
4633.443,15.861,5.035,7.057,68.514
15.835,15.692,23.035,4.76,11.268
15.567,3.985,1.68,34.824,1.726
1.4,17.32,3.787,19.747,300.599
0.809,17.371,13.28,37.112,0.895
4.501,6.24,3744.417,14.077,14.389
12.814,10.915,6.123,10.222,12.762
3.0,12.278,1.222,2.202,0.503
2.948,8.013,9.842,5.923,8.393
6.072,7.548,41.867,3.126,28.141
8.067,13.401,6.916,4.144,472.906
6.041,27.932,24.108,1.013,2.269
30.132,34.394,20.594,2.53,666.549
15.482,5.102,2.469,16.887,0.564
0.488,13.789,1.692,18.869,19.733
11.457,5.64,3746.543,11.208,7.44
20.629,9.095,0.985,1.53,0.505
0.495,8.561,5.414,15.697,4.342
2.997,8.565,8510.593,17.716,29.858
576.525,0.865,1.559,4.463,0.353
0.93,6.532,13.992,0.166,10.821
2.877,4.288,1.874,18.677,2.045
4.545,0.626,29.039,20.043,6.048
12.764,4.185,8.622,17.475,20.398
23.001,1.395,6396.367,11.669,7.799
26.649,19.272,1.066,6.519,1.927
8053.129,14.119,6414.127,0.002,0.668
5.524,5.869,1.289,2394.815,23.923
3.118,11.602,23.663,5.801,7.931
8.994,6.901,9.912,20.91,18.653
46.333,1370.509,0.758,0.097,13.963
7.09,18.115,15.942,6.615,8.764
2.113,4.345,18.855,0.102,0.636
7.208,4254.636,1.051,15.155,4.885
12.586,15.906,1.976,17.135,28.758
5.936,10.402,4.892,18.619,3.127
6.715,7.725,12.44,22.417,6.094
1.578,0.322,15.74,4.442,5.484
26.585,18.342,1.655,8065.057,16.946
14.233,0.34,2.811,3.33,5203.661
5412.674,1.09,2390.373,3.892,2.665
12.328,10.017,4310.434,18.462,9.167
1.047,2956.009,1.034,5891.416,7.897
5.612,41.915,0.871,3.012,46.055
2.854,12.804,5.212,9.744,9251.918
7.294,16.954,9516.977,8297.766,35.717
13.183,1.235,7.039,12.836,4.299
2929.122,4.476,17.702,0.476,7.368
4016.506,8.187,0.104,22.231,7.128
14.261,2104.916,9.893,1.876,11.371
0.185,4.467,5.359,8.346,12.466
18.681,12.774,1.839,8.135,5.595
9.648,16.766,21.536,5.575,0.141
2.388,18.089,2.625,8.191,4.206
21.48,9.804,3.062,1.878,14.398
1678.96,8.08,10.109,8.464,7.054
9.171,15.25,21.77,2.308,12.291
1.309,0.874,1.297,7.383,926.217
9815.765,4.835,1.794,0.144,5.745
0.692,7.251,31.788,7.523,23.511
4.046,12.07,16.606,3.478,4.006
8.821,14.728,1.949,11.041,0.46
1.054,10.887,6.985,19.502,15.143
43.906,6.705,16.355,4.193,9.851
14.326,1.712,4241.929,8.826,0.96
14.053,3.371,8.593,6.675,24.099
1.816,6.974,1626.851,0.726,8410.436
1.043,15.737,24.318,24.032,1.616
33.17,3.349,4.037,4141.252,15.865
6.325,1.799,1907.692,4.561,0.856
5.811,2.59,15.255,12.671,15.254
0.995,5.692,4.423,1.029,0.352
6.427,13.348,2.695,8.574,13.715
1.427,7.748,4.649,0.088,19.305
6.13,3.669,2.836,5.063,15.864
1.259,8.384,1878.78,4.519,6357.789
11.895,4.176,1.821,3.669,8.51
4.289,2.502,2.83,8391.926,11.989
10.219,2.79,2.884,8343.185,10.322
1.584,12.595,7.902,7.889,16.128
2.728,17.347,4.812,3.924,4.087
1.689,9.013,1.764,8255.746,12.392
4827.801,9755.699,1.175,5.802,6.788
6121.572,0.075,17.786,2.697,7.377
1.489,1.329,331.961,4.462,11.927
15.754,2.489,22.782,30.077,2.464
2.821,10.493,7.408,5040.712,13.407
5.133,19.716,3.292,10.71,3.391
1.69,8.118,4.403,4.849,14.853
7.278,36.404,0.756,30.38,0.545
13.237,0.716,4319.11,4.121,32.101
1.347,11.48,26.587,13.033,45.274
10.126,9806.139,5932.113,1776.505,1.734
7.569,5.445,4.723,16.411,1.638
2.968,952.235,1.792,13.394,3.134
7.463,3.536,20.542,24.245,3.994
3.535,5807.093,9.9,4.841,3.617
9.868,13.583,8.353,40.435,2.515
6.011,2.654,4.952,9.679,0.679
21.419,13.765,20.989,5469.727,2.965
19.647,0.293,18.922,1.702,12.37
0.027,15.418,4.849,1369.926,14.208
4.932,26.306,60.801,6.071,0.469
0.993,7.75,1.128,3.467,13.294
0.905,6.34,7.312,2.831,2.069
1.448,4053.533,6.69,25.69,4.521
1.523,1.945,5.732,16.695,0.255
28.684,5.902,22.192,0.552,14.313
4.251,1256.248,5.463,0.574,17.418
19.964,2.45,8558.077,1.534,2.126
3.683,7074.972,16.403,1.263,4.554
9.068,8.18,3.777,1.059,4625.055
50.037,4.803,10.423,8.08,13.184
6.149,0.17,4.793,3.242,6.701
13.157,2.022,6.98,1.413,17.063
12.922,1.449,4.474,0.309,13.027
10.582,14.864,15.452,18.342,7.398
39.026,9.404,30.111,15.843,17.535
4.162,0.024,16.107,18.371,3.374
51.393,8.341,11.486,9.799,4.788
21.666,11.604,7.46,26.121,7.619
10.707,7.712,0.688,3.237,5.39
11.47,28.272,0.387,8.846,3.722
10.563,8633.279,13.627,7.934,7.411
0.199,16.502,12.442,0.215,16.83
4.636,4.943,1302.629,1.274,42.229
2.326,11.727,4.657,7.745,7.153
0.198,9.017,15.648,8.973,17.629
3.857,3.191,20.867,6.283,8.268
5.396,16.77,4.729,12.015,2.445
18.85,1409.431,5.16,21.989,4.197
2.938,5.649,20.097,12.069,7.564
2.973,11.878,1.135,1.731,3.952
4.132,2.239,3.334,8.858,7.607
18.144,16.826,7.545,3.101,19.212
2.781,3.324,17.667,6.438,6.722
2.4,7.429,0.814,4014.714,2445.944
21.205,24.174,8.588,2.265,22.046
15.404,6314.017,15.796,17.245,3.898
5.724,0.894,2.624,1.394,3.674
8.906,0.854,0.064,0.668,0.902
2.824,5.828,1.277,2.177,32.014
2.071,8.763,4.617,29.633,430.824
10.591,22.144,2.889,2.921,10.804
13.332,5.824,5.696,2.29,8.681
3.29,0.75,8.226,29.07,8.814
14.376,5.963,0.816,2.469,9.479
42.454,7.585,2.807,3.021,5747.016
613.525,4.346,3.349,1.355,28.131
15.313,16.464,4.63,4.524,15.418
6125.572,28.6,9.565,32.266,3.153
19.104,22.37,2.09,5.257,2.737
930.518,36.809,35.929,2.928,5.032
18.324,18.993,14.517,48.503,3.295
25.313,27.39,5.239,3.246,15.12
6.687,8.928,5.341,6.07,2.181
4.12,17.768,2.434,6.064,5.622
19.275,13.139,8.217,12.167,12.473
1.22,6.804,0.523,1.467,24.378
3.292,26.902,2.47,5.099,39.34
3.079,7.303,13.243,8.066,5.48
5.674,3.856,2.4,13.682,2.11
3.647,3.714,9.512,1.14,20.144
6.663,12.944,4.477,6.271,0.57
0.915,0.041,1.759,56.701,0.879
10.056,6.458,16.71,4908.683,24.344
7.419,4.714,14.342,31.203,1.104
2.479,2.761,11.572,21.736,1.389
11.132,8.196,2384.441,4.807,18.2
6439.982,0.741,7.354,1.148,5.609
3.898,1.594,2.76,15.093,9.2
4.032,10.478,2.601,17.07,3.744
0.956,0.453,3.539,9.719,15.117
25.492,2.123,3.994,3.157,4.636
0.697,14.177,14.798,0.351,10.883
29.645,1235.038,2.22,33.475,2.458
4.959,15.253,7.449,6.243,4.308
3.069,365.565,2.38,8.34,5684.5
9.915,3.269,15.104,3.482,1.283
22.913,7991.709,0.102,1.652,6.824
1.792,5806.493,23.804,0.324,3.305
13.376,10.051,25.149,6.578,7.651
5.625,0.165,0.524,0.637,0.022
3.11,2.556,2.807,12.938,0.81
4.762,1747.021,5.516,8.533,6.914
2.773,7.911,0.021,19.016,1.49
36.732,0.093,31.236,7.795,22.959
6.641,1.723,0.201,6.044,4.595
0.406,0.801,13.004,1.114,7.847
2.316,10.927,4.874,7.372,7.801
0.153,8.817,2.475,6.99,4.811
1.258,24.483,29.418,4.372,5.288
2.756,16.573,3.95,0.208,24.303
6.885,5488.987,22.923,5.661,37.883
5.406,5.984,2.025,23.252,4.563
10.788,1497.509,16.405,21.032,1.119
6.472,23.025,17.638,25.879,1.835
10.057,15.01,11.858,17.924,20.7
2.607,12.481,4.096,4.596,5.353
0.381,24.068,16.677,4.415,5.193
7.765,1.712,23.822,2.314,6.515
1.483,41.391,6.5,4.449,11.384
0.827,5325.306,13.841,16.256,7.753
7362.179,1.976,15.7,20.836,15.053
28.85,1.906,12.933,4.728,11.241
9.35,7611.061,28.061,5.036,12.542
2.1,16.725,5.637,2.506,2.945
5.382,3.554,0.248,33.642,5.206
7386.898,0.881,0.897,13.56,9.154
5.186,10.965,10.875,34.407,5.927
7.264,3.685,0.654,2.767,12.303
4.431,39.328,29.439,45.75,13.808
7.225,7.381,4.685,10.872,5.161
0.774,3318.097,8.073,4.345,4.53
4.281,9.165,5134.749,3.412,1.312
5.189,8.048,0.891,7.871,6.665
22.634,0.364,11.534,6865.815,19.61
7.464,48.628,12.782,18.283,30.08
5339.149,3289.158,18.469,10.915,16.959
2422.144,5.629,20.904,4.349,7.144
5.178,11.967,7.562,32.223,4.446
5.966,6.531,15.758,13.964,1.419
4.332,9.53,0.398,5.642,1804.698
18.506,3.633,12.911,3.03,0.872
4207.177,2.782,39.927,9.796,4.621
5.07,5.75,3.211,11.723,1.238
5.76,17.542,45.887,3.583,8.256
19.932,2.597,3.741,5.117,9.303
5785.989,7312.137,2.58,2404.674,4.713
5016.253,493.567,4.575,15.991,38.311
3.915,3.35,5.591,7.47,29.706
9.095,0.722,7416.226,18.204,4.463
2.118,1.511,2.12,6.184,3.525
