h2,ch4,c2h2,c2h4,c2h6,act
392.0,153.0,236.0,45.0,82.0,3
9.0,47.0,0.001,628.0,144.0,6
800.0,160.0,600.0,260.0,23.0,3
240.0,20.0,96.0,28.0,5.0,2
7150.0,1440.0,1760.0,1210.0,97.0,3
43.0,116.0,0.001,139.0,65.0,5
36.0,21.0,0.001,2.0,65.0,4
150.0,22.0,11.0,60.0,9.0,6
13.2,18.7,4.7,79.5,97.4,4
105.24,117.78,43.16,34.13,0.68,0
23.0,63.0,0.3,10.0,54.0,2
71.0,151.0,412.0,89.0,9.0,3
127.0,107.0,224.0,154.0,11.0,3
1170.0,255.0,325.0,312.0,18.0,3
1084.0,188.0,769.0,166.0,8.0,3
0.001,187.0,0.001,13.0,609.0,4
160.0,24.7,0.001,0.001,38.5,1
7.0,15.0,0.001,58.0,78.0,4
166.0,21.0,0.001,6.0,38.0,1
5.79,101.56,33.17,26.24,0.29,0
18.63,73.23,67.61,26.4,0.41,0
135.0,27.0,13.0,9.0,24.0,2
15.81,110.16,53.17,17.45,0.49,0
13.0,138.0,0.001,16.0,83.0,4
89.37,92.97,37.62,27.93,0.34,0
505.57,475.35,3.29,524.45,242.3,4
119.0,8.0,12.3,7.9,23.3,2
9340.0,995.0,7.0,6.0,60.0,1
30.0,51.0,0.001,54.0,12.0,6
19.3,103.0,0.6,19.0,159.0,6
2091.0,149.0,0.001,3.0,20.0,1
24.0,80.0,6.0,741.0,258.0,5
3420.0,7870.0,33.0,6990.0,1500.0,6
58.94,123.07,7.52,8.43,0.61,0
80.0,619.0,0.001,2480.0,326.0,5
9.71,55.36,30.4,23.14,0.05,0
153.0,18.0,278.0,0.001,9.0,2
35.0,283.0,0.001,222.0,121.0,5
645.0,86.0,317.0,110.0,13.0,2
5900.0,1500.0,800.0,1200.0,68.0,3
90.15,4.88,40.41,1.81,0.54,0
38.28,111.79,0.17,3.56,0.25,0
17.0,21.0,4.0,0.001,118.0,4
2587.0,7.88,0.001,1.4,4.7,2
53.0,189.0,5.0,295.0,25.0,6
11.0,13.0,0.001,127.0,2.0,6
142.0,17.0,38.0,7.0,4.0,2
16.0,105.0,0.001,15.0,224.0,4
215.0,84.8,212.0,1002.0,87.7,3
3.0,5.0,3.0,185.0,90.0,5
78.62,35.92,16.41,26.94,0.43,0
2.82,6.09,69.55,18.75,0.96,0
103.5,4.7,0.001,3.5,16.3,1
112.0,68.0,0.001,9.0,136.0,4
111.7,19.4,3.8,6.4,104.1,1
73.09,74.29,42.9,31.73,0.73,0
117.0,17.0,1.0,3.0,1.0,1
68.65,102.24,44.12,34.42,0.29,0
1100.0,1600.0,26.0,2010.0,221.0,6
35.0,29.0,0.001,78.0,7.0,6
109.0,16.0,0.001,0.001,0.001,1
169.0,38.0,5.8,6.5,48.5,2
93.19,101.13,28.59,12.85,0.56,0
205.0,20.0,6.0,0.001,8.0,2
31.0,63.0,7.0,714.0,246.0,5
300.0,490.0,95.0,360.0,180.0,5
91.5,6.64,54.53,39.61,0.14,0
29.05,87.93,66.45,44.62,0.96,0
27.09,124.34,53.19,32.0,0.26,0
507.0,1053.0,17.0,1440.0,297.0,5
315.0,60.0,218.0,93.0,14.0,2
10.0,63.0,0.001,35.0,176.0,4
151.0,51.0,19.0,12.0,16.0,3
0.001,10.0,5.0,68.0,17.0,6
106.0,4.0,0.001,1.0,2.0,1
103.0,74.0,0.001,9.0,80.0,4
82.42,6.62,50.08,30.73,0.54,0
92.32,59.41,68.91,18.64,0.77,0
24.7,20.4,6.8,71.0,117.0,4
305.0,85.0,130.0,197.0,25.0,3
8200.0,3790.0,5830.0,4620.0,250.0,3
74.8,30.1,0.001,13.6,82.3,4
310.0,230.0,760.0,610.0,54.0,3
3700.0,1690.0,3270.0,2810.0,128.0,3
61.0,21.0,89.0,26.0,2.0,3
4419.0,3564.0,2025.0,2861.0,668.0,3
13500.0,6110.0,4040.0,4510.0,212.0,3
10.0,24.0,0.001,5.0,80.0,4
12.0,28.0,0.001,3.0,102.0,4
60.0,5.0,21.0,21.0,2.0,3
120.0,31.0,94.0,66.0,0.001,3
89.0,281.0,22.0,1216.0,145.0,6
22.0,14.0,56.0,6.0,19.0,3
9.9,59.61,2.83,35.39,0.57,0
74.0,173.0,0.001,33.0,263.0,4
80.81,12.73,26.18,42.5,0.81,0
57.0,148.0,42.0,72.0,197.0,3
2.0,123.0,0.001,18.0,7.0,5
151.0,242.0,0.001,232.0,68.0,5
20.0,19.0,0.001,77.0,45.0,6
115.0,129.0,0.001,36.0,316.0,4
185.0,302.0,0.001,33.0,27.0,5
52.77,71.61,53.06,44.77,0.8,0
535.0,160.0,680.0,305.0,16.0,3
107.0,143.0,2.0,222.0,34.0,6
102.2,69.84,45.84,8.79,0.07,0
119.0,670.0,19.0,934.0,286.0,5
130.0,140.0,0.001,120.0,2.0,4
17.84,84.07,20.94,5.07,0.48,0
23.0,6.0,31.0,23.0,172.0,4
595.0,32.0,65.0,18.0,4.0,2
17.19,35.19,47.55,4.44,0.95,0
376.0,575.0,0.001,1092.0,146.0,6
19.0,34.35,7.86,2.21,0.08,0
73.44,3.74,12.14,5.57,0.04,0
208.0,7.6,14.4,9.7,27.5,2
46.0,147.0,0.001,150.0,27.0,6
121.0,450.0,116.0,898.0,146.0,6
75.0,15.0,26.0,14.0,7.0,3
18.0,35.0,0.001,110.0,2.0,6
292.0,346.0,196.0,313.0,32.0,3
3090.0,5020.0,2540.0,3800.0,323.0,3
1549.2,10.2,0.001,53.19,0.001,1
179.0,29.0,33.0,17.0,10.0,2
36.0,167.0,0.001,18.0,230.0,4
47.0,9.0,81.0,16.0,4.0,3
16.4,45.5,0.001,3.8,68.7,4
16.8,95.45,57.28,52.75,0.26,0
113.0,137.0,0.001,34.0,173.0,4
2177.0,1049.0,705.0,440.0,207.0,2
210.0,22.0,7.0,6.0,6.0,2
88.5,22.8,7.5,12.0,108.4,3
78.0,161.0,10.0,353.0,86.0,6
5.05,73.2,67.33,17.0,0.91,0
345.0,112.3,58.8,51.5,27.5,2
95.14,114.68,27.42,31.47,0.95,0
79.0,40.0,0.001,10.0,264.0,4
43.0,19.0,40.0,0.001,3.0,3
8200.0,3790.0,277.0,4620.0,250.0,3
18.0,63.0,0.001,51.0,20.0,5
2770.0,660.0,763.0,712.0,54.0,3
109.0,19.0,59.0,12.0,5.0,2
0.001,6.0,0.001,67.0,52.0,5
114.0,241.0,0.001,574.0,80.0,6
440.0,89.0,757.0,304.0,19.0,3
100.0,18.0,0.001,0.001,0.001,1
150.0,130.0,30.0,55.0,9.0,3
34.0,21.0,56.0,49.0,4.0,3
161.0,38.0,0.001,13.0,210.0,4
6.0,197.0,0.001,16.9,476.9,4
230.0,15.9,2.4,1.9,16.3,1
18.0,30.0,0.001,8.0,146.0,4
843.0,133.0,385.0,168.0,12.0,2
160.0,130.0,0.001,96.0,33.0,4
8800.0,64064.0,0.001,95650.0,72128.0,6
151.0,13.5,9.2,5.0,50.7,2
4879.0,262.0,1827.0,332.0,15.0,2
99.0,170.0,190.0,200.0,20.0,3
87.09,61.21,43.41,43.55,1.0,0
51.78,48.96,66.77,48.45,0.29,0
1820.0,405.0,634.0,365.0,35.0,3
2.0,5.0,0.001,172.0,81.0,5
85.0,98.0,0.001,30.0,315.0,4
37.0,11.8,83.3,43.6,15.5,3
75.0,5.0,36.0,69.0,31.0,3
153.0,18.0,11.0,0.001,9.0,2
152.0,116.0,414.0,131.0,7.0,3
48.05,76.9,36.49,20.64,0.5,0
114.0,41.0,42.0,15.0,27.0,3
27.0,30.0,0.1,2.4,23.0,4
116.0,14.0,0.001,5.3,134.0,1
79.7,69.83,63.42,27.23,0.22,0
86.0,277.0,0.001,338.0,63.0,6
123.0,50.7,65.9,62.0,9.0,3
1330.0,10.0,182.0,66.0,20.0,2
31.0,56.0,0.001,77.0,33.0,5
7940.0,2000.0,5390.0,3120.0,355.0,3
60.0,40.0,70.0,110.0,6.9,3
530.0,345.0,21.0,266.0,85.0,3
87.0,34.0,60.0,15.0,23.0,3
57.0,24.0,30.0,27.0,2.0,2
115.0,25.5,8.6,12.2,110.0,2
290.0,1260.0,8.0,820.0,231.0,6
70.0,4.0,34.0,0.001,91.0,3
60.84,80.12,12.71,36.16,0.58,0
63.0,22.0,76.0,11.0,15.0,3
4127.0,267.0,2060.0,355.0,18.0,2
20.63,31.48,46.42,29.21,0.9,0
3.35,16.79,27.68,45.91,0.53,0
1860.0,4980.0,1600.0,10700.0,0.001,6
12705.0,23498.0,5188.0,34257.0,6047.0,6
63.75,37.76,50.36,0.44,0.64,0
24.07,38.53,15.54,2.29,0.96,0
20.0,48.0,0.001,186.0,36.0,6
121.0,3.0,0.001,0.001,1.0,1
543.0,120.0,1880.0,411.0,41.0,2
54.0,143.0,0.001,101.0,23.0,5
17.36,114.04,38.71,38.25,0.48,0
0.001,0.001,35.0,5.0,10.0,3
545.0,130.0,239.0,153.0,16.0,3
92.0,27.0,0.001,7.0,67.0,4
90.0,313.0,10.0,566.0,67.0,4
37800.0,1740.0,8.0,8.0,249.0,1
10.0,15.0,35.0,0.001,0.001,3
818.0,94.0,978.0,121.0,49.0,2
86.0,480.0,9.0,644.0,155.0,6
41.65,73.61,24.65,5.21,0.72,0
84.0,6.0,86.0,14.0,1.0,3
73.0,177.0,0.001,52.0,37.0,5
0.001,100.0,7.0,1365.0,309.0,6
0.001,28.0,6.0,408.0,64.0,6
1651.0,90.0,2.0,45.0,33.0,1
1458.0,9.0,0.001,0.001,1812.0,1
220.0,340.0,14.0,480.0,42.0,6
10.0,56.0,0.001,70.0,72.0,4
19.0,48.0,0.001,18.0,76.0,4
53.0,150.0,0.001,379.0,64.0,6
26.0,398.0,0.001,319.0,85.0,5
0.001,3.4,0.001,54.0,0.001,6
15.0,7.0,0.001,5.0,92.0,4
52.85,41.75,23.01,29.13,0.86,0
34.0,0.001,44.0,0.001,0.001,3
27.0,51.0,0.001,153.0,0.001,6
39.4,65.2,0.001,8.1,103.9,4
68.81,65.89,66.96,25.1,0.47,0
59.0,20.0,8.9,5.5,120.0,3
32.4,5.5,13.2,12.6,1.4,3
10092.0,5399.0,37565.0,6500.0,530.0,2
60.0,10.0,4.0,4.0,4.0,2
716.0,7.1,6.8,20.0,3.3,2
26.79,73.04,68.32,23.53,0.79,0
137.0,33.0,111.0,29.0,8.0,2
1570.0,1110.0,1830.0,1780.0,175.0,3
88.0,45.0,39.0,15.0,57.0,3
25.0,28.0,80.0,15.0,27.0,3
10.0,4.0,0.001,87.0,1.0,6
173.0,334.0,37.7,812.5,172.0,6
7020.0,1850.0,4410.0,2960.0,0.001,3
36.0,94.0,2.0,13.0,78.0,4
54.9,8.8,0.001,2.5,80.0,4
12.4,6.5,15.0,69.0,15.3,3
860.0,1670.0,40.0,2050.0,30.0,6
134.0,13.0,0.001,0.001,267.0,1
163.0,26.0,133.0,19.0,7.0,2
121.0,73.0,0.001,11.0,179.0,4
14.3,92.6,26.8,16.7,83.9,3
8.0,1.0,0.001,60.0,0.001,6
6454.0,2313.0,6432.0,2159.0,121.0,2
186.0,38.3,85.9,37.0,13.0,2
56.0,61.0,31.0,32.0,75.0,1
82.28932024805312,7.1159337170158485,48.14009560774488,31.6853420375248,0.5619152379041373,0
27.24797671600305,89.0362216404618,65.10105685597942,45.81595504480777,0.8570272409144599,0
79.61530221351222,8.560425606098937,40.81702586094301,31.890134227284012,0.5409952003934798,0
36.59742147260812,75.82965440556569,23.862722959402607,5.180291432430288,0.6690710270233493,0
40.07810766984484,23.17981265960021,27.116941057870836,22.0333035270154,0.2318696187664383,0
25.76051080728848,38.968484858660474,16.943703100994835,5.109816150819688,0.9076024382732771,0
30.825784741763677,45.437788616058654,20.953012211084776,25.37444279291296,0.5779174365273415,0
21.614523238898265,92.49447226477429,60.88401453883242,49.55472865859242,0.5351156136513293,0
20.646355773852566,39.17835083232801,48.0304076588657,6.234274242676262,0.8806794317744121,0
20.016894915617335,116.77543033698417,46.54194536200277,30.087272991265532,0.2699621198371587,0
19.18860416788504,107.06100776162218,39.02378414715187,39.97256676643372,0.41940719917067315,0
91.16650366511797,18.647056370383577,44.517247695734994,23.065791792113362,0.5854728979032663,0
53.43095870493239,41.34714542358704,23.011060143622142,29.52596364286906,0.8154739678701458,0
22.638917142910287,40.207237081115586,17.020911647378348,4.367860555036245,0.869311601674677,0
85.43133456321534,63.144735597440295,47.901190174568484,39.887020307398416,0.8249311176330126,0
63.34400538171884,33.924518733089755,23.08951058094709,36.313978557316595,0.02391246033908183,0
18.133420083358804,114.76108495300065,44.77165587177668,29.577938952119563,0.27261490129104393,0
45.21560428922282,54.436153684199674,58.66309609558772,32.03651475510617,0.4048145257398291,0
3.3808171538595135,16.795221727629908,27.678566265112536,45.89110076739252,0.5297393209295521,0
18.941731659100846,92.20293513170726,53.2104721416419,51.19540232513657,0.24573763601042725,0
17.985580713452666,68.91133437098566,58.82824696812197,12.744885432600753,0.832027579085887,0
86.4995554922341,89.6763941397379,38.55095497549164,28.600005474785654,0.408763719780633,0
36.68423896483638,42.99136784177022,26.42053809080574,23.639034062481297,0.5916043798825711,0
81.21472358437914,68.06316410049416,59.318563068548514,30.57509998607138,0.3798761022754702,0
86.9735486718157,6.630029842889462,52.311640042905275,35.18325024292109,0.3394031422107616,0
38.04317868899878,111.46883137275177,0.4106447470398926,3.5774951164193665,0.25266481905725446,0
81.93644126937332,8.45512040008014,42.90170580001385,34.26508463321494,0.6210937001672076,0
72.7760418710292,74.4394184401551,42.1262533948058,31.843537511129853,0.7261556147472961,0
89.93322640781643,95.08917596424519,36.62434846451862,28.275549650549422,0.3995438663376122,0
25.0874604040687,49.32413010848166,15.983271609880157,28.120935523591786,0.5757462960287811,0
35.6858732689649,61.21083944793806,51.71342348992588,15.167106840319951,0.5644986474870503,0
99.8869449187529,110.38345501221875,36.68746783952114,24.67663799759849,0.6266915676556306,0
11.86666385184494,24.409966464070123,55.699853532318116,9.741109274885103,0.9537044788783263,0
51.694595119030275,70.70843876520208,51.45598914840323,44.03116450376986,0.7969678433807245,0
21.2868227777943,73.16813770492881,67.84116962895024,25.46555375339833,0.5337245901423816,0
61.76342051532542,39.7334985795752,20.727168203292674,28.37251490381984,0.7112700496084621,0
1593.7923390509486,39.03306076956207,0.001,0.6443510660565475,1427.5768221496055,1
174.87272945048676,13.17112107309992,0.001,5.4780747382066615,18.167361977114926,1
334.31324752679996,26.065984413129932,0.001,15.423588391191306,34.66249179984568,1
694.7822300477781,50.60069869485169,0.001,16.479860261029664,36.59622319730272,1
104.70658251343826,19.420306663946736,2.4133606385342214,3.9021941711460855,13.645518470435835,1
196.65493887607366,20.093914904246407,0.750622646674241,3.137548660269432,57.34536389893614,1
142.8773659642286,20.536086723119233,0.001,2.063109948989831,75.66389887309471,1
163.72006686041095,23.42311218575084,0.001,1.5090346713325324,35.2926991122403,1
36117.83616733077,4633.907052722109,9.826454876065744,4.922868833806998,563.7570925234148,1
160.95140127736082,24.113302545627505,0.001,0.9522427104812454,38.42071656021993,1
18271.573589492124,3438.588125920908,0.001,12.121691749598334,601.1685025747514,1
331.53404539868194,22.25021298275672,0.001,18.84382986853377,11.981361815947277,1
34708.5292994333,3718.0132304548038,5.72653588700372,2.863481638076968,384.3265073647842,1
118.11801525286523,13.086946614971689,0.7207756905969084,2.1617680641642925,1.0,1
107.12106614121932,8.484264564877272,0.001,0.6266849749739671,1.2529962612341945,1
193.53411389430696,13.189641987629779,0.001,13.595004710829997,9.588155858692122,1
18478.098851413975,3423.9129995126395,0.001,11.950921097404356,594.9105309642428,1
104.32017674151054,4.470350512377052,0.001,2.6798232584894697,11.608589038559767,1
109.85182509594313,8.333574136511878,0.001,0.001,0.001,1
4388.788209211532,573.8407458826581,10.82986915340527,1.1403709899287926,800.8723681172195,1
101.71650361252964,19.71650361252963,1.0305588667952714,1.3738595893011971,4.4635660918545295,1
154.8968186816306,16.9593972238879,0.001,1.628312259017928,182.9727922486012,1
31843.676754201642,10886.40748553179,5.46723181934064,14.973087306181213,1259.8225879874612,1
1288.2658276520858,31.72591428926048,0.001,4.261753836825571,1189.167911509955,1
372.91973106223236,25.40340808093199,0.001,20.026278030349495,13.636789242489295,1
709.44102598025,56.602486423045455,0.001,18.55900543078182,39.142859386502266,1
113.93375994384523,16.59481309377575,1.8264990635655685,5.828573037620986,119.63242379557502,1
110.13647927219137,3.905293393984053,0.001,8.147735252462493,10.05293393984053,1
147.4816442103903,19.066739894675642,0.001,0.001,148.51708838176205,1
173.93696461493727,18.69571995050208,0.001,8.304280049497917,29.960622938418375,1
183.82867757558307,16.52096742675932,0.001,9.660630674491099,17.955815819970258,1
34645.57918279996,2165.555334065796,2.8188476146235857,2.8188476146235857,189.40929873051255,1
7487.288717580299,1245.4202835860401,17.206638473903393,3.1327090011663383,97.65600739476054,1
258.82981527784955,13.44757114336022,0.001,10.416415376989251,5.07855088996636,1
108.3781446154041,13.512578461616382,0.001,0.2080778430704362,0.41536297126907096,1
166.15916689491107,21.010268831929746,0.001,5.976381686561584,38.39021561333035,1
79.65083951454233,46.44563722182011,21.600610588316698,22.297394697104615,133.21745111271957,1
29822.287561446235,10464.807690123704,0.001,13.661880515876446,1145.679600282328,1
2624.6269328783646,233.84000203859569,4.3115299684473065,0.4545369970485902,1409.5114393375693,1
187.48599383416047,18.138068494090025,0.001,8.063982601678273,49.198195348984775,1
1114.8853706329055,58.11805819440185,0.001,21.760942404022103,44.25576842702409,1
108.7065080618746,4.0373535193977785,0.001,8.706508061874597,11.282819504011751,1
1886.9373930398283,134.33754427423946,0.001,5.181191760856941,19.39411339976196,1
141.45480804328275,20.190146501434665,0.001,2.2344311858782904,78.75149617878407,1
1475.469398729402,9.229860509597392,0.001,10.189375537479783,1464.9108220583612,1
120.45025497657156,3.045812085285703,0.001,0.41326295548604364,1.4581208528570322,1
106.21193552676209,4.354844569321188,0.001,6.2119355267620895,13.686680310574713,1
108.95798600524041,16.073524490829275,0.03249999257099936,0.043003491260895775,0.13753497946996354,1
6453.052443542961,971.2028408606207,18.447244669136122,3.489317616028317,36.894460244355145,1
219.4936932738099,13.686969434270596,1.8637312800823393,2.592969167046581,12.656546950421863,1
114.9118210122428,18.478221772271127,3.252838205134065,5.478365800119212,127.56213645266143,1
107.35160051491685,12.613288330647343,0.001,1.0496817815101722,4.8859569467945985,1
104.57908229097991,17.86480394995489,2.1584451937658313,3.859694096993303,13.9260189598442,1
120.17500342566987,5.887488010155467,0.20704289443895074,0.6195411816040175,1.0,1
116.74183358515995,14.180400440027533,0.001,5.2106596325508505,132.38988392311876,1
8557.58580091153,1779.463806620634,1.037823889049958,30.07880968511691,339.6063945348558,1
103.22127662487958,10.483687875280985,0.001,0.5373425580424497,1.0742219955223793,1
213.20675361800645,8.966734730339919,0.001,7.157625258429032,2.0236388281985658,1
286.4283406267817,24.791884894725897,0.001,11.749934779793005,47.615836903620036,1
1014.8610504376102,35.6333930619109,0.001,33.467235613906006,20.798741209668687,1
114.44273595040934,19.70553984542343,66.45856408019057,12.705539845423433,5.201582812978124,2
190.21546061391803,24.747852692511387,19.090551847050094,9.297423231013662,6.0,2
174.68705613532651,27.274822454130604,29.54964490826121,12.687056135326513,6.549644908261211,2
132.7125583677772,30.98238040836574,93.09362612424593,23.703748571960062,6.234582857320021,2
142.44986759738725,23.336093947809456,104.8387074482714,16.336093947809456,6.238883985088417,2
115.66541676333726,5.832520896169222,18.635708149659195,4.607515876700132,33.178702838613354,2
203.70427950908757,32.30021638858699,89.21135598225527,34.04928674848541,10.377143776431472,2
2968.2165352327615,195.44780931507015,1472.280499726092,217.60987967123046,87.89291265754709,2
155.5387233141669,15.098601926666383,7.37325240833298,0.36331208440753526,6.823951444999788,2
196.06863108639396,42.98602956222109,84.18389998464606,37.91820849530008,13.918208495300078,2
58.45349184791428,24.023071299173242,30.230712991732425,26.561645315708393,1.9769287008267575,2
124.14820240559503,26.186115180419627,10.612604529230905,10.736287615104796,70.66272965594139,2
87.02078389484802,7.426592010014474,7.86011198497829,5.9300559924891445,5.286703994992763,2
131.43955090390642,15.23992515065107,23.33270958875891,2.893745376468944,4.0,2
92.89066565782171,11.313778366270668,16.832000756633715,9.277333585544572,7.89777798795381,2
138.36305334621187,12.404105183754234,8.212315551262705,0.3995747303573799,3.6010262959385586,2
174.7853077041302,27.314123081652074,29.628246163304144,12.785307704130181,6.628246163304145,2
