h2,ch4,c2h6,c2h4,c2h2,act
61.0,21.0,2.0,26.0,89.0,3
151.0,51.0,16.0,12.0,19.0,3
75.0,5.0,31.0,69.0,36.0,3
71.0,151.0,9.0,89.0,412.0,3
87.0,34.0,23.0,15.0,60.0,3
114.0,41.0,27.0,15.0,42.0,3
60.0,85.0,5.0,67.0,227.0,3
46.0,20.0,14.0,10.0,42.0,3
22.0,14.0,19.0,6.0,56.0,3
70.0,4.0,91.0,0.001,34.0,3
65.4,20.2,70.0,39.0,40.2,3
155.0,49.0,69.3,42.0,10.7,3
88.5,22.8,108.4,12.0,7.5,3
0.001,0.001,10.0,5.0,35.0,3
34.0,0.001,0.001,0.001,44.0,3
12.4,6.5,15.3,69.0,15.0,3
215.0,84.8,87.7,1002.0,212.0,3
17.0,42.0,192.0,12.0,20.0,3
4.0,88.0,213.0,14.0,35.0,3
42.0,124.0,1.0,8.0,0.001,4
36.0,167.0,230.0,18.0,0.001,4
10.0,56.0,72.0,70.0,0.001,4
9.0,38.0,93.0,8.0,0.001,4
36.0,21.0,65.0,2.0,0.001,4
161.0,38.0,210.0,13.0,0.001,4
38.0,38.0,296.0,14.0,0.001,4
13.0,59.0,117.0,44.0,0.001,4
10.0,44.0,106.0,28.0,0.001,4
15.0,7.0,92.0,5.0,0.001,4
85.0,98.0,315.0,30.0,0.001,4
74.0,173.0,263.0,33.0,0.001,4
122.0,161.0,271.0,35.0,0.001,4
69.0,174.0,267.0,15.0,0.001,4
113.0,137.0,173.0,34.0,0.001,4
111.0,67.0,105.0,9.0,0.001,4
18.0,30.0,146.0,8.0,0.001,4
21.0,14.0,191.0,90.0,0.001,4
31.2,8.9,119.0,4.4,0.001,4
34.0,8.6,70.3,3.1,0.001,4
10.0,24.0,80.0,5.0,0.001,4
0.001,43.0,146.0,9.0,0.001,4
0.001,215.0,555.0,18.4,0.001,4
0.001,153.0,395.0,11.7,0.001,4
0.001,187.0,609.0,13.0,0.001,4
320.0,131.0,187.0,127.0,0.001,4
13.2,18.7,97.4,79.5,4.7,4
16.4,45.5,68.7,3.8,0.001,4
0.001,116.0,70.0,0.001,0.001,4
24.0,109.0,69.0,0.001,0.001,4
0.001,33.7,136.0,11.4,0.001,4
54.9,8.8,80.0,2.5,0.001,4
93.5,131.9,39.0,11.7,0.001,4
16.0,68.0,124.0,15.0,0.001,4
11.0,46.0,155.0,18.0,0.001,4
16.0,68.0,157.0,19.0,0.001,4
29.0,71.0,158.0,20.0,0.001,4
19.0,48.0,76.0,18.0,0.001,4
8.0,16.0,88.0,7.0,0.001,4
10.0,26.0,147.0,6.0,0.001,4
9.0,56.0,135.0,7.0,1.0,4
45.0,125.0,111.0,25.0,0.001,4
16.0,105.0,224.0,15.0,0.001,4
10.0,63.0,176.0,35.0,0.001,4
6.0,38.0,93.0,32.0,0.001,4
12.0,28.0,102.0,3.0,0.001,4
27.0,28.0,136.0,8.0,0.001,4
27.0,49.0,192.0,9.0,0.001,4
24.0,47.0,113.0,10.0,0.001,4
43.0,28.0,72.0,9.0,0.001,4
25.0,29.0,137.0,8.0,0.001,4
19.0,62.0,95.0,5.0,0.001,4
157.0,46.0,76.0,12.0,0.001,4
115.0,129.0,316.0,36.0,0.001,4
112.0,68.0,136.0,9.0,0.001,4
11.0,271.0,465.0,32.0,0.001,4
121.0,73.0,179.0,11.0,0.001,4
128.0,35.0,213.0,17.0,0.001,4
16.0,80.0,134.0,10.0,0.001,4
92.0,27.0,67.0,7.0,0.001,4
17.0,21.0,118.0,0.001,4.0,4
36.0,94.0,78.0,13.0,2.0,4
6.0,197.0,476.9,16.9,0.001,4
24.7,20.4,117.0,71.0,6.8,4
820.0,1740.0,951.0,867.0,128.0,4
74.0,100.0,85.0,17.0,0.001,4
39.4,65.2,103.9,8.1,0.001,4
74.8,30.1,82.3,13.6,0.001,4
79.0,40.0,264.0,10.0,0.001,4
5.0,14.0,234.0,5.0,0.001,4
15.0,139.0,160.0,343.0,0.001,5
0.001,6.0,52.0,67.0,0.001,5
26.0,398.0,85.0,319.0,0.001,5
50.0,274.0,95.0,320.0,6.3,5
31.0,63.0,246.0,714.0,7.0,5
2.0,5.0,81.0,172.0,0.001,5
3.0,5.0,90.0,185.0,3.0,5
16.0,98.0,35.0,64.0,0.001,5
2.0,123.0,7.0,18.0,0.001,5
185.0,302.0,27.0,33.0,0.001,5
14.0,15.0,42.0,73.0,0.001,5
62.0,425.0,276.0,651.0,26.0,5
88.7,460.8,94.9,184.6,18.3,5
119.0,670.0,286.0,934.0,19.0,5
109.0,102.0,28.0,91.0,0.001,5
0.001,4.9,81.0,172.0,0.001,5
24.0,78.0,266.0,779.0,7.0,5
24.0,80.0,258.0,741.0,6.0,5
18.0,35.0,2.0,110.0,0.001,6
10.0,4.0,1.0,87.0,0.001,6
8.0,1.0,0.001,60.0,0.001,6
24.0,20.0,4.0,87.0,0.001,6
21.0,42.0,4.0,92.0,0.001,6
35.0,29.0,7.0,78.0,0.001,6
8.0,88.0,45.0,252.0,0.001,6
0.001,28.0,64.0,408.0,6.0,6
0.001,100.0,309.0,1365.0,7.0,6
0.001,106.0,170.0,871.0,6.0,6
86.0,480.0,155.0,644.0,9.0,6
121.0,450.0,146.0,898.0,116.0,6
0.001,3.4,0.001,54.0,0.001,6
11.0,13.0,2.0,127.0,0.001,6
4.0,2.0,1.0,63.0,0.001,6
20.0,26.0,6.0,55.0,0.001,6
34.0,174.0,52.0,361.0,0.001,6
7.0,31.0,23.0,148.0,0.001,6
0.001,0.001,0.001,142.0,0.001,6
89.0,281.0,145.0,1216.0,22.0,6
0.001,10.0,17.0,68.0,5.0,6
39.0,525.0,538.0,2925.0,16.0,6
9.0,47.0,144.0,628.0,0.001,6
53.0,189.0,25.0,295.0,5.0,6
12.0,270.0,0.001,275.0,0.001,6
0.001,153.0,130.0,677.0,13.0,6
27.0,51.0,0.001,153.0,0.001,6
0.001,0.001,9.0,57.0,0.001,6
32930,2397,157.0,0.001,0.001,1
37800,1740,249.0,8.0,8.0,1
8266,1061,22.0,0.001,0.001,1
9340,995,60.0,6.0,7.0,1
36036,4704,554.0,5.0,10.0,1
33046,619,58.0,2.0,0.001,1
40280,1069,1060.0,1.0,1.0,1
26788,18342,2111.0,27.0,0.001,1
92600,10200,0.001,0.001,0.001,1
78,20,11.0,13.0,28.0,2
305,100,33.0,161.0,541.0,2
35,6,3.0,26.0,482.0,2
543,120,41.0,411.0,1880.0,2
1230,163,27.0,233.0,692.0,2
645,86,13.0,110.0,317.0,2
60,10,4.0,4.0,4.0,2
95,10,0.001,11.0,39.0,2
6870,1028,79.0,900.0,5500.0,2
10092,5399,530.0,6500.0,37565.0,2
650,81,170.0,51.0,270.0,2
210,22,6.0,6.0,7.0,2
385,60,8.0,53.0,159.0,2
4230,690,5.0,196.0,1180.0,2
595,80,9.0,89.0,244.0,2
120,25,1.0,8.0,40.0,2
6454,2313,121.0,2159.0,6432.0,2
2177,1049,207.0,440.0,705.0,2
1790,580,321.0,336.0,619.0,2
1330,10,20.0,66.0,182.0,2
4,1,2.0,7.0,52.0,2
1900,285,31.0,957.0,7730.0,2
57,24,2.0,27.0,30.0,2
1000,500,1.0,400.0,500.0,2
440,89,19.0,304.0,757.0,3
210,43,12.0,102.0,187.0,3
2850,1115,138.0,1987.0,3675.0,3
7020,1850,0.001,2960.0,4410.0,3
545,130,16.0,153.0,239.0,3
7150,1440,97.0,1210.0,1760.0,3
620,325,38.0,181.0,244.0,3
120,31,0.001,66.0,94.0,3
755,229,32.0,404.0,460.0,3
5100,1430,0.001,1140.0,1010.0,3
13500,6110,212.0,4510.0,4040.0,3
1570,1110,175.0,1780.0,1830.0,3
3090,5020,323.0,3800.0,2540.0,3
1820,405,35.0,365.0,634.0,3
535,160,16.0,305.0,680.0,3
13,3,1.0,3.0,6.0,3
137,67,7.0,53.0,104.0,3
1084,188,8.0,166.0,769.0,3
34,21,4.0,49.0,56.0,3
7940,2000,355.0,3120.0,5390.0,3
150,130,9.0,55.0,30.0,3
8200,3790,250.0,4620.0,5830.0,3
260,215,35.0,334.0,277.0,3
75,15,7.0,14.0,26.0,3
530,345,85.0,266.0,250.0,3
60,5,2.0,21.0,21.0,3
90,28,8.0,31.0,32.0,3
220,77,22.0,170.0,240.0,3
5900,1500,68.0,1200.0,2300.0,3
420,250,41.0,530.0,800.0,3
2800,2800,234.0,3500.0,3600.0,3
99,170,20.0,200.0,190.0,3
310,230,54.0,610.0,760.0,3
800,160,23.0,260.0,600.0,3
1500,395,28.0,395.0,323.0,3
20000,13000,1850.0,29000.0,57000.0,3
305,85,25.0,197.0,130.0,3
1900,530,35.0,383.0,434.0,3
110,62,90.0,140.0,250.0,3
3700,1690,128.0,2810.0,3270.0,3
2770,660,54.0,712.0,763.0,3
245,120,18.0,131.0,167.0,3
1170,255,18.0,312.0,325.0,3
4419,3564,668.0,2861.0,2025.0,3
810,580,111.0,570.0,490.0,3
5000,1200,83.0,1000.0,1100.0,3
10000,6730,345.0,7330.0,10400.0,3
1570,735,87.0,1330.0,1740.0,3
8800,64064,72128.0,95650.0,0.001,6
6709,10500,1400.0,17700.0,750.0,6
1100,1600,221.0,2010.0,26.0,6
290,966,299.0,1810.0,57.0,6
2500,10500,4790.0,13500.0,6.0,6
1860,4980,0.001,10700.0,1600.0,6
860,1670,30.0,2050.0,40.0,6
150,22,9.0,60.0,11.0,6
400,940,210.0,820.0,24.0,6
6,2990,29990.0,26076.0,67.0,6
100,200,110.0,670.0,11.0,6
290,1260,231.0,820.0,8.0,6
1550,2740,816.0,5450.0,184.0,6
3910,4290,626.0,6040.0,1230.0,6
12705,23498,6047.0,34257.0,5188.0,6
1,8,8.0,100.0,6.0,6
300,700,280.0,1700.0,36.0,6
107,143,34.0,222.0,2.0,6
130,140,2,120.0,0.001,4
55,22,358,2.6,0.001,4
78,66,283,2.6,0.001,4
16000,3600,670,14.0,0.001,1
6600,1000,38,2.0,19.0,1
2091,149,20,3,0.001,1
8200,3790,250,4620,277.0,3
75,15,7,14,250.0,3
530,345,85,266,21.0,3
60,5,2,21,32.0,3
5900,1500,68,1200,800.0,3
1,27,49,4,1.0,4
14,14,124,7,1.0,4
3420,7870,1500,6990,33.0,6
19.3,103.0,159.0,19.0,0.6,6
27.0,30.0,23.0,2.4,0.1,4
23.0,63.0,54.0,10.0,0.3,2
21.0,34.0,5.0,47.0,62.0,3
160.0,130.0,33.0,96.0,0.1,5
180.0,175.0,75.0,50.0,4.0,5
345.0,112.3,27.5,51.5,58.8,2
30.4,117.0,44.2,138.0,0.1,5
181.0,262.0,41.0,28.0,0.001,4
173.0,334.0,172.0,812.5,37.7,6
127.0,107.0,11.0,154.0,224.0,3
60.0,40.0,6.9,110.0,70.0,3
220.0,340.0,42.0,480.0,14.0,6
170.0,320.0,53.0,520.0,3.2,6
27.0,90.0,42.0,63.0,0.2,5
56.0,286.0,96.0,928.0,7.0,6
200.0,48.0,14.0,117.0,131.0,3
78.0,161.0,86.0,353.0,10.0,6
32.4,5.5,1.4,12.6,13.2,3
980.0,73.0,58.0,12.0,0.001,1
160.0,130.0,33.0,96.0,0.001,4
650.0,53.0,35.0,20.0,0.001,1
95.0,110.0,160.0,50.0,0.001,4
300.0,490.0,180.0,360.0,95.0,5
200.0,700.0,250.0,740.0,1.0,5
625.0,130.0,47.0,2.0,0.0001,4
56.0,61.0,75.0,32.0,31.0,1
1651.0,90.0,33.0,45.0,2.0,1
234.5,30.28,6.11,47.69,175.88,2
18.34,16.26,3.38,17.95,16.42,3
235.46,333.59,177.52,1201.85,148.87,3
505.57,475.35,242.3,524.45,3.29,4
36.0,30.0,10.0,93.0,7.1,6
2091.0,149.0,20.0,3.0,0.001,1
8200.0,3790.0,250.0,4620.0,277.0,3
75.0,15.0,7.0,14.0,250.0,3
530.0,345.0,85.0,266.0,21.0,3
60.0,5.0,2.0,21.0,32.0,3
5900.0,1500.0,68.0,1200.0,800.0,3
1.0,27.0,49.0,4.0,1.0,4
14.0,14.0,124.0,7.0,1.0,4
3420.0,7870.0,1500.0,6990.0,33.0,6
19.3,103.0,159.0,19.0,0.6,6
27.0,30.0,23.0,2.4,0.1,4
23.0,63.0,54.0,10.0,0.3,2
21.0,34.0,5.0,47.0,62.0,3
160.0,130.0,33.0,96.0,0.1,5
180.0,175.0,75.0,50.0,4.0,5
345.0,112.3,27.5,51.5,58.8,2
30.4,117.0,44.2,138.0,0.1,5
181.0,262.0,41.0,28.0,0.001,4
173.0,334.0,172.0,812.5,37.7,6
127.0,107.0,11.0,154.0,224.0,3
60.0,40.0,6.9,110.0,70.0,3
220.0,340.0,42.0,480.0,14.0,6
170.0,320.0,53.0,520.0,3.2,6
27.0,90.0,42.0,63.0,0.2,5
56.0,286.0,96.0,928.0,7.0,6
200.0,48.0,14.0,117.0,131.0,3
78.0,161.0,86.0,353.0,10.0,6
32.4,5.5,1.4,12.6,13.2,3
980.0,73.0,58.0,12.0,0.001,1
160.0,130.0,33.0,96.0,0.001,4
650.0,53.0,35.0,20.0,0.001,1
95.0,110.0,160.0,50.0,0.001,4
300.0,490.0,180.0,360.0,95.0,5
200.0,700.0,250.0,740.0,1.0,5
625.0,130.0,47.0,2.0,0.0001,4
56.0,61.0,75.0,32.0,31.0,1
1651.0,90.0,33.0,45.0,2.0,1
234.5,30.28,6.11,47.69,175.88,2
18.34,16.26,3.38,17.95,16.42,3
235.46,333.59,177.52,1201.85,148.87,3
505.57,475.35,242.3,524.45,3.29,4
36.0,30.0,10.0,93.0,7.1,6
345.0,112.3,27.5,51.5,58.8,2
181.0,262.0,41.0,28.0,0.001,4
172.9,334.0,172.0,812.5,37.7,6
127.0,107.0,11.0,154.0,224.0,3
60.0,40.0,6.9,110.0,70.0,3
220.0,340.0,42.0,480.0,14.0,6
170.0,320.0,53.0,520.0,3.2,6
27.0,90.0,42.0,73.0,0.2,4
565.0,53.0,34.0,47.0,0.001,2
56.0,286.0,96.0,28.0,7.0,6
200.0,48.0,14.0,117.0,131.0,3
78.0,161.0,86.0,353.0,10.0,6
32.4,5.5,1.4,12.6,13.2,3
41,65,22,58,0.001,5
20,48,36,186,0.001,6
179,306,73,579,0.001,6
73,177,37,52,0.001,5
39,7,12,65,0.001,6
37,96,19,57,0.001,5
46,147,27,150,0.001,6
18,63,20,51,0.001,5
28,62,16,76,0.001,6
68,78,103,136,0.001,6
54,143,23,101,0.001,5
19,47,27,62,0.001,5
86,277,63,338,0.001,6
20,19,45,77,0.001,6
25,49,42,58,0.001,5
53,150,64,379,0.001,6
114,241,80,574,0.001,6
99,288,73,386,0.001,6
1374,2648,628,5376,298.0,6
34,83,100,136,0.001,6
20,132,61,17,0.001,4
13,138,83,16,0.001,4
43,116,65,139,0.001,5
179,306,73,579,0.001,6
57,141,38,51,0.001,5
35,283,121,222,0.001,5
15,159,29,87,0.001,5
55,159,114,493,0.001,6
37,123,67,52,0.001,4
7,15,78,58,0.001,4
30,51,12,54,0.001,6
31,56,33,77,0.001,5
109,226,68,192,0.001,5
137,279,66,505,0.001,6
59,119,36,70,0.001,5
151,242,68,232,0.001,5
870,77,73,54,14.0,1
376,575,146,1092,0.001,6
17,40,11,86,0.001,6
90,313.0,67.0,566.0,10.0,4
23,6.0,172.0,23.0,31.0,4
103,74.0,80.0,9.0,0.001,4
124,166.0,87.0,59.0,0.001,4
295,1466.0,331.0,1295.0,32.0,5
80,619.0,326.0,2480.0,0.001,5
231,3997.0,1726.0,5584.0,0.001,5
507,1053.0,297.0,1440.0,17.0,5
2587,7.88,4.7,1.4,0.001,2
240,20.0,5.0,28.0,96.0,2
160,10.0,3.0,1.0,1.0,2
56,61.0,75.0,32.0,31.0,2
217,286.0,14.0,458.0,884.0,3
441,207.0,43.0,224.0,261.0,3
127,24.0,0.001,32.0,81.0,3
176,205.9,47.7,75.7,68.7,3
345,112.3,27.5,51.5,58.8,2
181,262.0,41.0,28.0,0.001,4
172.9,334.0,172.0,812.5,37.7,6
127,107.0,11.0,154.0,224.0,3
60,40.0,6.9,110.0,70.0,3
220,340.0,42.0,480.0,14.0,6
170,320.0,53.0,520.0,3.2,6
27,90.0,42.0,73.0,0.2,4
565,53.0,34.0,47.0,0.001,2
56,286.0,96.0,28.0,7.0,6
200,48.0,14.0,117.0,131.0,3
78,161.0,86.0,353.0,10.0,6
32.4,5.5,1.4,12.6,13.2,3
41,65.0,22.0,58.0,0.001,5
20,48.0,36.0,186.0,0.001,6
179,306.0,73.0,579.0,0.001,6
73,177.0,37.0,52.0,0.001,5
39,7.0,12.0,65.0,0.001,6
37,96.0,19.0,57.0,0.001,5
46,147.0,27.0,150.0,0.001,6
18,63.0,20.0,51.0,0.001,5
28,62.0,16.0,76.0,0.001,6
68,78.0,103.0,136.0,0.001,6
54,143.0,23.0,101.0,0.001,5
19,47.0,27.0,62.0,0.001,5
86,277.0,63.0,338.0,0.001,6
20,19.0,45.0,77.0,0.001,6
25,49.0,42.0,58.0,0.001,5
53,150.0,64.0,379.0,0.001,6
114,241.0,80.0,574.0,0.001,6
99,288.0,73.0,386.0,0.001,6
1374,2648.0,628.0,5376.0,298.0,6
34,83.0,100.0,136.0,0.001,6
20,132.0,61.0,17.0,0.001,4
13,138.0,83.0,16.0,0.001,4
43,116.0,65.0,139.0,0.001,5
179,306.0,73.0,579.0,0.001,6
57,141.0,38.0,51.0,0.001,5
35,283.0,121.0,222.0,0.001,5
15,159.0,29.0,87.0,0.001,5
55,159.0,114.0,493.0,0.001,6
37,123.0,67.0,52.0,0.001,4
7,15.0,78.0,58.0,0.001,4
30,51.0,12.0,54.0,0.001,6
31,56.0,33.0,77.0,0.001,5
109,226.0,68.0,192.0,0.001,5
137,279.0,66.0,505.0,0.001,6
59,119.0,36.0,70.0,0.001,5
151,242.0,68.0,232.0,0.001,5
870,77.0,73.0,54.0,14.0,1
376,575.0,146.0,1092.0,0.001,6
17,40.0,11.0,86.0,0.001,6
90,313.0,67.0,566.0,10.0,4
23,6.0,172.0,23.0,31.0,4
103,74.0,80.0,9.0,0.001,4
124,166.0,87.0,59.0,0.001,4
295,1466.0,331.0,1295.0,32.0,5
80,619.0,326.0,2480.0,0.001,5
231,3997.0,1726.0,5584.0,0.001,5
507,1053.0,297.0,1440.0,17.0,5
2587,7.88,4.7,1.4,0.001,2
240,20.0,5.0,28.0,96.0,2
160,10.0,3.0,1.0,1.0,2
56,61.0,75.0,32.0,31.0,2
217,286.0,14.0,458.0,884.0,3
441,207.0,43.0,224.0,261.0,3
127,24.0,0.001,32.0,81.0,3
176,205.9,47.7,75.7,68.7,3
117.0,17,1.0,3.0,1.0,1
32930.0,2397,157.0,0.001,0.001,1
78.0,20,11.0,13.0,28.0,2
1230.0,163,27.0,233.0,692.0,2
8200.0,3790,250.0,4620.0,277.0,3
13.0,3,1.0,3.0,6.0,3
130.0,140,2.0,120.0,0.001,4
78.0,66,283.0,2.6,0.001,4
30.4,117,44.2,138.0,0.1,5
27.0,90,42.0,63.0,0.2,5
1100.0,1600,221.0,2010.0,26.0,6
290.0,966,299.0,1810.0,57.0,6
