h2,ch4,c2h2,c2h4,c2h6
4.065,6.697,5.661,6.904,17.699
0.648,2.499,2.56,24.313,1.384
23.657,6.224,27.121,4.788,7.133
1.226,5.145,0.865,3.728,10.777
8.087,2.84,2.203,29.822,6.025
0.566,2.68,7.789,4.088,5.614
32.105,9.446,3.75,2.556,1.933
14.144,9.33,28.419,15.891,1.288
13.354,3.523,0.883,20.295,4.38
15.982,24.347,1.205,8.259,1.383
9.415,6.876,17.366,11.784,2.85
1.449,14.274,0.594,0.188,6.873
5.619,2.117,15.932,11.804,1.932
6.357,4.087,6.648,3.439,5.491
8.958,4.653,14.514,8.207,15.446
13.941,10.141,8.841,1.49,1.771
6.698,35.77,1.199,5.692,19.513
23.556,14.938,16.552,0.347,2.698
5.943,5.901,5.05,17.507,1.63
4.329,9.853,26.679,31.808,6.725
6.995,5.401,8.329,4.208,5.971
5.631,13.391,4.373,4.813,19.842
5.927,8.099,8.605,18.63,26.002
0.638,9.925,10.936,10.506,34.231
2.444,3.469,12.831,0.916,7.127
1.15,14.874,5.672,38.6,1.614
0.83,3.178,30.312,1.666,3.193
3.681,8.356,13.068,40.391,1.95
7.809,0.792,12.314,4.092,9.442
3.084,5.677,0.311,8.064,22.594
27.019,8.584,11.409,5.879,5.905
9.278,4.386,7.147,21.084,0.114
11.62,3.949,0.07,6.116,9.787
8.124,6.894,36.059,1.425,8.698
2.858,2.233,14.844,1.201,1.746
37.12,11.65,10.398,0.859,5.655
1.457,4.166,5.695,1.414,0.916
8.755,2.312,4.755,18.603,13.001
0.434,1.977,10.158,6.565,2.156
14.447,17.157,41.332,9.39,2.018
1.741,1.184,0.536,2.753,7.822
8.673,10.251,4.765,45.976,53.724
33.92,12.141,11.412,9.207,5.887
2.616,8.036,1.305,3.282,9.923
2.059,2.307,20.84,17.602,4.023
1.422,6.198,16.68,5.07,8.877
26.55,6.405,2.34,13.594,3.231
4.702,2.111,21.01,6.343,22.759
2.941,3.895,17.2,26.241,9.367
33.016,50.22,2.117,6.83,3.482
2.052,2.704,13.245,10.198,19.146
17.448,20.181,12.282,8.155,14.635
1.445,3.253,4.583,10.52,0.921
10.909,7.08,0.788,26.949,1.906
0.59,2.973,27.829,2.873,7.486
11.796,1.924,12.093,0.456,0.193
3.637,24.705,4.456,3.98,1.049
0.769,9.744,5.495,0.477,0.138
3.248,9.134,4.564,3.521,6.371
18.096,5.241,9.809,5.315,5.142
21.459,29.683,5.864,8.42,4.17
2.849,12.364,1.459,27.941,10.544
16.467,0.485,14.188,6.222,9.848
2.46,10.989,21.707,22.829,0.767
8.701,12.441,44.291,5.174,18.302
8.171,3.436,3.856,4.09,0.135
12.168,19.723,3.568,8.068,5.174
37.487,3.904,28.736,4.66,1.412
0.871,14.288,0.266,13.624,5.724
1.747,11.058,24.409,1.239,1.509
0.25,16.601,18.54,1.913,1.897
10.618,22.864,1.925,0.466,3.242
11.507,25.154,1.675,1.758,10.229
21.872,27.224,14.439,7.783,5.92
4.899,3.005,3.542,9.672,2.067
1.206,44.033,10.4,19.398,7.637
11.617,15.889,5.741,33.84,3.301
6.885,13.911,10.806,3.557,4.492
3.672,9.241,0.41,2.338,4.919
10.726,20.438,5.397,3.688,12.698
5.949,2.706,18.106,7.539,17.646
1.847,5.518,7.151,10.503,3.532
1.322,0.711,9.176,1.706,3.871
4.427,15.609,13.571,8.134,43.46
0.431,18.401,4.662,7.387,6.47
5.33,10.693,22.497,8.261,15.006
4.934,4.894,5.981,7.612,0.308
11.243,7.948,7.563,32.707,21.236
11.187,6.808,0.984,1.814,8.877
19.696,2.739,2.78,0.623,0.597
6.154,19.189,30.107,16.434,0.079
7.677,1.41,1.651,1.283,1.174
0.044,10.41,0.122,0.822,2.784
16.201,10.298,4.967,24.921,11.4
3.376,0.37,11.733,14.6,3.516
21.106,4.794,7.821,4.317,4.264
9.799,5.477,8.496,9.256,3.899
8.15,5.758,17.433,20.307,3.704
17.89,0.469,15.101,19.751,2.081
1.228,22.155,13.962,4.901,8.318
22.837,1.895,21.876,1.286,6.065
10.084,3.65,0.4,9.062,27.961
11.304,4.619,1.545,26.753,1.238
41.514,23.945,0.384,5.174,7.895
0.015,14.52,14.684,9.47,12.586
17.24,25.238,34.542,7.362,1.863
1.24,1.138,0.095,4.927,3.734
8.199,1.432,0.414,2.866,13.681
9.745,14.697,5.238,14.264,4.124
1.913,4.756,33.906,3.207,7.346
7.224,15.95,17.73,23.097,11.464
9.611,18.39,17.689,12.689,6.633
15.979,1.704,10.008,0.255,1.281
24.85,1.546,9.976,3.383,0.596
4.742,8.736,0.222,20.962,0.807
2.399,6.191,15.952,6.642,16.679
10.676,27.842,11.113,1.448,0.03
22.293,13.411,25.381,1.073,16.874
14.852,4.205,6.388,11.107,5.171
4.12,30.847,11.305,12.103,4.803
2.203,0.056,5.083,18.176,26.148
3.098,10.301,4.33,4.48,7.226
9.757,27.867,5.404,2.431,4.184
1.285,24.907,3.959,8.63,12.183
3.671,0.7,0.565,13.849,2.612
10.664,7.63,1.564,22.007,17.265
35.88,4.046,0.434,17.454,13.714
3.351,1.067,15.666,30.652,9.774
0.338,0.551,17.96,14.317,4.298
2.059,13.542,12.55,16.585,19.686
6.928,15.524,0.431,2.444,19.904
23.397,29.286,2.533,12.941,1.645
11.629,16.912,23.762,3.435,1.536
5.667,3.168,14.731,23.478,0.519
8.784,20.393,2.224,3.912,7.55
2.816,0.44,0.695,5.056,0.803
5.897,1.878,7.161,5.638,7.934
5.25,7.192,21.361,12.664,3.103
8.753,4.13,0.192,5.73,21.295
15.786,30.184,2.713,5.197,2.073
21.004,2.813,6.107,1.737,0.659
8.862,0.453,15.708,11.562,1.511
4.213,9.046,19.746,3.542,3.142
6.149,15.63,6.893,6.112,11.415
12.915,3.869,20.342,2.328,7.022
5.692,7.345,5.127,25.241,19.848
21.715,6.887,19.998,9.838,0.788
3.937,4.248,0.052,1.577,17.487
1.744,10.031,27.243,11.528,27.766
11.004,5.271,10.106,11.502,0.688
9.658,21.583,0.686,26.34,21.2
10.536,57.496,1.905,2.836,4.81
0.876,7.013,0.722,8.949,10.418
21.686,20.845,7.927,0.187,0.391
1.892,2.015,5.181,2.609,5.662
31.264,58.056,26.002,34.787,25.046
6.489,1.262,0.646,59.454,1.789
7.944,10.923,2.07,22.35,27.249
13.21,3.133,16.687,8.509,2.587
2.334,0.999,4.408,3.769,2.907
5.458,9.62,9.549,4.787,2.725
37.693,12.53,10.277,5.503,7.423
7.141,9.314,5.605,49.689,28.327
2.089,8.557,11.312,6.82,16.237
6.664,8.98,8.698,19.415,10.086
8.128,2.446,42.705,2.0,4.014
1.75,7.128,7.927,25.074,4.28
1.341,2.402,7.144,6.089,9.36
2.119,1.999,9.396,12.332,25.561
1.717,18.267,1.015,17.798,18.421
0.277,21.623,5.36,9.051,20.321
3.604,18.523,18.599,20.544,16.06
2.681,1.271,15.664,4.169,0.241
13.738,8.089,3.511,7.178,2.066
4.613,2.621,2.281,20.208,4.83
5.862,7.965,5.275,4.97,2.168
3.244,13.951,3.22,25.255,7.088
0.319,7.21,19.513,7.066,2.843
6.933,15.995,6.313,15.448,40.33
1.362,22.602,3.724,0.126,10.81
5.921,21.033,30.923,6.941,15.894
0.217,3.178,7.761,9.445,28.949
8.61,3.33,3.264,24.567,8.886
25.186,5.929,3.391,47.884,3.465
7.184,14.445,12.724,1.482,4.744
1.962,1.504,12.113,26.627,35.674
16.101,6.037,23.54,30.648,12.35
1.018,12.602,7.934,8.994,45.946
0.034,0.135,0.392,14.96,5.194
16.991,28.772,6.61,12.559,20.544
2.872,6.542,1.805,1.078,14.745
1.383,10.845,5.432,9.255,10.328
2.698,11.275,4.882,8.318,6.292
4.181,24.097,5.509,1.349,10.852
1.597,0.056,6.342,5.243,4.571
3.664,1.219,0.952,3.786,3.969
3.984,19.111,1.108,1.94,4.839
11.675,11.295,8.769,11.246,1.504
19.91,23.936,4.561,7.999,1.997
32.115,1.087,0.719,7.854,1.031
10.77,1.342,19.147,5.963,8.741
0.516,4.105,9.909,20.164,2.07
8.89,29.082,7.797,8.734,1.561
6.712,9.545,11.726,9.634,14.79
2.228,9.081,18.526,1.207,0.547
17.262,2.719,0.478,4.337,21.704
9.3,37.325,1.549,14.444,10.325
4.036,17.785,11.06,21.442,5.966
41.543,22.215,0.372,16.121,40.694
18.547,0.254,16.576,9.989,4.097
0.102,14.624,4.899,2.078,1.75
5.095,0.765,10.461,6.426,6.559
8.063,1.429,3.227,0.574,1.954
5.051,4.316,14.942,16.679,17.448
40.017,1.443,9.243,4.026,4.237
4.447,10.162,18.648,18.888,0.859
2.221,15.794,15.896,2.676,20.669
6.331,12.158,15.607,7.777,31.008
9.62,20.385,7.416,12.727,8.836
11.629,17.135,13.345,8.759,10.333
0.597,3.014,8.205,497.401,16.092
14.561,7.924,5.488,17.467,10.122
11.858,2.063,11.829,1.912,6.87
5.594,5.39,6.131,62.404,38.585
10.047,3.222,1.911,10.141,1.241
8.319,1.123,10.264,0.204,3.923
7.279,5.807,8.288,8.477,1.805
22.148,19.671,24.977,1.868,2.364
4.206,8.177,0.81,25.978,13.6
4.227,5.7,8.112,0.455,2.313
4.037,2.207,2.58,6.346,7.118
7.76,19.219,24.848,8.767,8.771
4.093,5.589,34.676,12.591,12.48
74.467,28.082,18.119,0.671,1.72
6.551,10.633,0.064,2.115,30.459
1.664,6.011,1.133,34.228,2.458
12.578,27.613,16.387,6.313,11.512
26.152,0.348,11.482,11.636,8.526
2.139,3.865,10.352,6.057,1.296
6.553,8.274,14.067,5.609,3.497
9.239,7.535,4.733,18.384,6.08
2.345,32.454,13.287,2.32,9.809
8.852,13.271,4.926,15.783,2.015
4.931,22.449,2.331,0.693,1.301
23.417,9.763,7.082,9.697,6.226
3.987,4.328,6.581,6.389,5.11
1.633,2.887,6.855,32.037,24.452
13.888,6.911,0.166,11.263,11.794
12.209,8.282,13.614,13.521,13.523
0.068,3.823,0.003,8.87,11.221
7.386,1.732,5.348,11.11,3.316
2.009,0.988,18.297,9.799,4.942
5.283,21.464,17.748,4.317,4.63
16.213,24.548,5.964,40.12,13.536
12.256,2.224,2.426,12.614,4.71
24.613,6.524,8.305,0.882,1.915
10.723,1.872,13.795,10.725,4.121
7.067,13.32,1.852,7.003,0.993
9.37,4.786,1.059,24.876,14.209
14.686,2.381,18.796,8.771,0.518
1.813,3.428,40.263,1.001,4.831
2.297,3.194,8.816,14.811,5.889
8.72,13.839,1.157,8.492,2.528
44.602,16.892,0.725,2.509,1.317
5.598,1.856,13.762,1.641,3.297
5.375,0.407,21.691,6.485,1.493
1.938,1.17,1.317,14.672,9.954
3.549,3.133,0.818,0.889,7.622
2.992,9.73,7.051,9.495,5.454
9.038,12.407,1.722,7.25,8.235
15.351,18.175,2.679,8.326,4.18
6.656,4.953,18.161,5.317,2.487
4.564,6.648,1.307,3.394,2.779
17.44,13.741,24.507,9.19,8.065
10.087,5.831,5.398,15.044,4.864
6.769,0.76,45.245,4.022,1.41
19.773,4.908,20.047,10.073,4.449
4.674,4.764,14.151,25.214,15.688
0.047,21.711,11.731,3.211,18.733
17.885,17.81,22.366,5.234,1.317
0.242,1.61,12.706,1.675,3.933
13.04,24.481,6.067,2.61,8.039
3.02,1.091,6.271,5.265,3.915
1.611,0.052,11.232,8.698,0.234
7.472,34.622,1.405,0.233,6.512
4.637,21.083,2.515,17.081,0.098
8.34,15.834,0.009,4703.887,7.55
26.494,19.854,2.625,18.27,5.272
21.211,3.302,2.446,22.982,7.394
5.555,0.712,4.229,30.872,1.997
2.129,6.035,13.869,0.154,2.2
15.491,0.818,27.945,11.952,23.84
7.058,4.287,11.185,23.146,6.164
12.801,0.644,9.565,17.8,0.008
15.862,13.923,20.612,26.796,0.174
13.194,26.359,3.3,2.912,11.034
6.451,3.188,40.65,10.361,10.989
14.904,4.124,5.259,29.985,6.837
3.223,5.943,3.603,15.054,1.989
14.382,7.489,4.885,25.795,4.473
7.906,9.527,2.916,4.146,10.154
1.202,15.561,14.324,28.436,17.232
1.879,18.155,33.406,6.851,15.118
8.782,16.78,1.305,1.024,32.746
13.088,1.593,1.256,32.4,8.865
0.171,1.976,9.222,3.56,4.34
19.708,12.126,1.959,24.549,4.736
18.43,51.692,9.05,7.034,3.389
5.034,2.396,8.383,2.293,6.732
25.783,4.505,15.258,39.573,2.355
12.715,26.624,10.565,4.754,22.381
8.132,13.355,10.108,6.451,4.965
4.203,2.439,12.929,48.393,7.913
1.462,6.038,6.559,7.131,5.524
4.381,11.352,0.313,10.233,5.503
41.057,15.148,29.054,4.387,5.084
9.912,2.824,3.21,8121.711,18.623
0.362,9.573,25.721,9.629,11.2
2.575,14.325,0.629,2.805,0.114
23.095,25.669,2.525,7.781,6.468
1.197,5.619,12.356,9353.835,15.506
5.746,18.231,20.969,14.442,17.115
9.713,11.415,1.196,7.628,0.814
0.461,17.155,8.695,2.221,4.887
10.957,13.062,32.103,17.89,3.94
0.14,44.825,30.571,16.658,0.952
5.673,30.584,12.579,4.07,26.811
3.291,0.475,0.759,6.618,2.823
1.458,1.627,5.1,27.368,22.002
0.453,0.879,13.097,7.711,6.105
4.502,1.884,19.147,26.379,1.095
10.409,13.688,5.498,5.304,2.015
7.475,2.188,22.956,8.643,1.709
15.584,25.953,13.48,15.726,4.849
14.789,0.148,5.436,2.415,3.003
9.576,3.653,1.608,5.281,1.316
23.436,11.702,37.057,21.751,3.377
3.634,9.622,12.116,14.607,33.782
1.101,6.008,3.762,6.529,1.324
0.678,3.71,10.532,4.782,1.616
2.799,16.69,16.514,2.484,2.883
34.124,6.142,50.545,6.59,6.921
13.04,17.205,5.341,28.477,0.299
1.302,1.636,3.282,8.348,7.643
2.717,3.229,0.642,10.935,10.573
24.998,6.551,22.688,17.703,7.956
16.833,1.443,0.351,8.211,11.709
54.945,4.575,2.378,32.839,1.006
5.2,0.435,7.01,7.052,1.608
1.99,5.156,26.031,20.031,6.088
10.036,5.345,17.183,9.562,5.069
1.664,20.521,3.423,0.023,10.351
0.063,1.007,5.507,3.681,19.63
36.602,2.002,0.017,2.324,8.386
21.529,2.508,16.664,0.019,6.497
10.064,16.232,2.239,1.202,3.899
9.261,12.712,20.356,3.964,1.449
6.108,12.453,9.961,2.228,1.319
6.151,20.852,13.12,1.851,10.674
0.99,12.039,64.829,9.674,32.891
9.509,2.248,14.475,0.042,5.921
12.07,35.683,11.887,10.647,15.203
2.247,0.521,1.464,35.006,11.108
5.28,22.36,2.52,0.174,2.597
1.578,3.652,7.851,6.144,11.751
9.711,1.329,37.61,5.197,0.424
14.836,2.823,14.207,3.973,7.258
3.1,0.612,20.661,10.718,34.187
40.911,0.293,0.679,2.567,1.602
3.601,19.946,6.641,4.216,2.463
5.436,30.662,29.899,7.064,9.1
10.749,8.4,9.91,8.5,0.141
8.438,2.381,3.261,5.018,2.697
0.548,10.718,32.114,6.997,7.024
10.313,3.748,0.548,54.294,0.117
12.801,0.654,37.211,19.853,6.824
1.718,12.74,0.438,14.142,5.527
3.062,17.079,0.237,5.966,9.072
7.234,28.42,10.139,0.611,34.739
8.036,1.96,23.054,21.838,18.341
17.491,2.536,9.013,8.978,5.32
5.937,23.641,5.313,31.837,2.022
2.508,17.842,9.178,4.272,3.996
11.744,30.866,6.776,1.284,0.108
4.279,4.248,0.93,9.667,7.689
0.308,11.016,16.163,0.463,10.971
8.159,3.106,36.431,1.545,1.685
13.703,2.378,12.445,5.417,9.099
4.388,4.747,2.606,5.272,2.682
8.11,1.262,0.279,9.744,35.823
3.284,6.584,2.798,29.451,6.311
12.097,21.075,1.139,36.642,0.471
17.15,15.779,23.147,10.793,1.515
8.466,13.32,8.402,19.129,21.01
15.519,5.25,5.868,11.338,5.568
0.103,1.407,1.93,2.066,2.718
7.027,34.73,7.55,11.004,1.903
5.806,26.907,35.615,3.858,23.872
8.969,1.29,1.063,13.635,13.382
2.978,5.967,0.615,0.87,3.051
2.277,21.606,4.939,5.029,2.039
17.248,43.105,7.694,4.067,5.187
25.992,3.62,10.09,43.107,7.502
4.44,41.102,13.99,22.417,4.242
7.268,13.206,11.013,11.301,1.296
0.94,6.649,0.912,9.475,13.654
2.78,3.773,32.658,9.14,4.345
9.69,19.192,8.306,28.146,8.599
16.403,7.677,16.748,23.077,5.606
3.521,5.207,28.366,15.579,5.0
11.345,12.705,0.195,2.811,3.951
3.416,1.037,6.319,14.764,16.418
17.463,1.404,0.851,1.271,19.569
6.454,2.216,4.472,24.096,5.398
4.168,10.004,4.127,0.518,9.688
5.006,0.929,14.333,12.626,17.366
6.114,20.882,9.018,13.268,11.04
13.958,26.338,3.866,6.381,6.786
7.234,8.065,12.54,19.139,0.833
3.671,8.987,13.01,3.273,0.312
32.574,24.282,17.068,20.623,4.945
24.258,1.305,17.333,31.816,10.951
15.646,0.95,0.501,14.551,3.774
5.695,8.43,3.903,2.613,4.282
4.464,4.383,12.219,5.117,2.881
0.928,3.942,7.682,12.042,1.335
0.391,7.454,9.217,11.84,1.752
11.564,6376.941,8.016,7.559,0.393
11.894,5.359,41.159,4.207,2.714
3.992,11.681,7.889,8.78,24.786
3.38,9.224,1.126,4.197,28.255
0.932,20.677,9.769,3.159,12.297
4.874,22.185,0.311,0.794,8.129
0.395,13.593,12.627,6.562,10.505
6.391,12.82,11.79,1.845,0.018
12.066,23.448,5.525,7.371,9.933
3.026,18.958,1.368,3.625,18.023
5.269,8.39,17.478,18.396,3.932
12.13,3.528,15.022,9.129,4.977
7.772,16.371,2.025,17.89,0.292
9.637,5.407,0.161,7.098,8.121
6.399,6.958,6.79,9.879,1.381
10.307,8.053,12.706,22.149,3.869
4.735,5.882,16.535,0.042,1.676
2.024,1.587,39.696,4.793,5.48
8.722,12.99,6.188,5.475,14.224
0.912,2.334,24.947,6.187,1.211
5.348,2.024,12.288,1.169,8.076
4.51,36.26,3.441,16.529,7.411
4.964,10.106,5.359,14.183,12.404
2.567,3.686,5.72,14.489,3.236
1.613,1.732,72.71,19.092,6.715
26.565,0.388,29.096,1.201,4.004
11.52,5.539,16.956,10.353,5.393
22.714,13.37,0.811,2.955,16.65
2.064,4.614,13.206,16.841,0.159
1.113,9.735,2.134,28.748,0.355
4.955,3.517,1.003,0.14,27.192
14.136,16.563,1.753,17.955,9.583
0.026,7.233,8.806,15.47,2.858
7.733,5.937,2.878,17.084,0.729
4.5,27.187,14.274,19.154,23.145
0.738,12.858,24.072,1.583,2.436
6.559,15.737,29.104,1.84,1.723
2.744,10.21,5.048,10.843,10.197
11.381,10.044,23.196,5.336,9.273
1.551,26.623,16.664,9.044,30.712
5.304,3.171,8.227,0.037,1.678
4005.986,10.933,42.727,12.216,6.796
0.873,11.397,4.692,1.92,7.21
0.032,2.589,0.952,0.322,0.631
0.569,8.873,2.641,19.546,0.777
15.784,0.455,4.909,9.306,6.58
3.227,8.032,37.172,4.815,13.75
0.365,13.075,14.911,2.267,3.692
9.283,17.825,12.783,7.233,9.012
4.977,3.094,24.047,10.01,1.583
0.833,0.242,10.596,7.963,0.572
24.336,12.985,30.133,0.056,1.717
21.989,3.423,12.464,14.637,1.727
9.541,2.285,0.717,12.426,13.768
3.404,0.437,31.447,1.65,3.161
9.994,5.404,0.018,3.373,4.574
10.594,5.239,10.669,13.071,5.34
0.825,0.924,7.698,15.284,8.823
3.417,5.321,8.682,19.095,1.383
8.913,14.778,13.597,11.229,21.734
4.371,9.528,5.3,16.608,1.901
1.31,0.495,9.655,3.541,7.969
5.887,4.595,8.137,13.753,5.303
0.142,1.732,2.555,5.817,0.852
16.611,1.42,13.256,5.592,0.044
8.194,6.19,0.489,3.744,13.921
5.891,16.418,10.073,14.525,7.832
24.014,1.089,8.802,13.223,9.72
0.255,13.042,3.002,10.466,3.599
16.987,11.891,10.63,10.086,2.623
1.338,4.011,13.992,1.288,3.365
4.776,6.632,39.17,27.449,12.819
17.829,45.027,1.039,39.764,17.485
16.235,11.451,15.325,3.953,2.066
11.105,3.432,16.572,6.372,2.912
3.284,2.976,32.003,5.35,4.104
8.686,0.121,4.361,19.431,8.452
4.785,9.397,4.093,11.11,2.471
4.31,54.855,1.102,23.128,3.668
1.086,5.685,0.906,12.882,2.384
0.467,7.325,7.558,0.972,7.09
2.008,3.23,6.671,17.553,1.244
2.62,5.258,3.597,7.027,6.997
37.056,1.311,12.059,1.799,10.132
4.656,1.283,5.603,28.514,1.977
4.479,25.092,10.057,15.28,4.036
4.81,5.61,34.388,8.959,9.23
13.973,0.11,27.409,11.218,6.053
12.94,9.43,19.166,2.458,5.184
1.716,6.034,5.735,9.928,2.026
15.681,1.25,22.507,4.524,11.397
6.757,7.506,14.44,14.706,17.071
5.509,0.517,10.75,33.473,35.963
2.582,1.632,13.884,7.34,7.207
21.043,20.166,0.063,24.926,0.158
0.253,4.625,5.273,6.32,3.366
0.034,30.321,4.542,4.662,3.084
0.131,4.301,13.169,6.858,10.912
11.032,29.668,0.423,4.114,3.352
2.648,2.66,12.369,0.547,4.535
6605.258,4.844,34.662,0.391,10.339
0.291,8.701,11.719,3.632,0.706
2.617,33.944,28.077,14.15,1.042
6.266,3.989,29.055,4.657,1.911
28.509,1.212,0.321,0.628,2.807
17.298,2.301,4.296,3.749,0.129
49.749,3.176,43.66,0.78,6.179
2.595,4.684,20.172,2.907,4.073
9.631,1.102,43.437,8.644,2.742
4.695,16.36,5.773,13.695,2.876
23.498,4.58,0.01,31.009,2.845
0.132,25.172,28.35,9.574,3.045
6.05,7.66,4.48,15.979,6.507
0.138,35.65,8.646,7.228,17.722
16.645,4.37,24.781,22.659,0.904
19.385,1.268,13.012,18.722,2.152
0.593,19.934,19.179,2.86,4.756
10.553,2.311,0.092,4.551,6.818
9.878,21.822,13.452,13.093,0.787
7.979,1.853,15.041,27.321,2.351
32.922,10.226,24.006,0.614,11.605
2.128,3.257,53.31,1.438,0.689
3.81,0.711,4.153,4.658,5.913
8.976,7.115,3.347,10.599,5.64
3.69,3.449,0.997,15.923,5.388
0.135,0.541,0.816,8.226,3.069
2.03,8.049,5.187,7.081,0.015
16.196,17.004,9.026,15.28,12.478
13.448,16.934,19.642,9.994,2.64
14.199,12.821,9.276,12.73,3.957
1.896,12.466,2.316,2.962,20.022
1.094,28.37,5.004,48.163,4.766
23.102,8.703,14.033,13.432,2.325
5.339,5.369,144.327,4.226,3.139
1.657,5.138,7.702,9.959,3.418
1.126,24.438,5.335,3.552,5.468
2.221,1.324,7.606,14.674,2.207
3.946,2.546,22.883,1.285,1.337
3.64,5.225,1.975,17.189,1.16
0.105,4.282,1.729,2.74,1.508
8.98,8.778,25.399,32.353,1.954
37.931,2.4,24.448,4.663,5.883
12.016,10.695,10.218,8.826,3.222
18.956,2.482,33.583,18.307,16.329
22.538,1.833,12.148,3.249,11.267
52.886,7.469,5.974,0.996,0.255
1.201,7.494,0.699,11.014,12.144
0.053,2.185,12.588,7.823,17.762
21.506,27.954,1.077,5.203,1.604
50.148,13.491,9.624,17.625,10.498
1.794,2.559,4.835,9.56,0.348
8.376,7.211,7.16,7.002,5.733
1.143,7.62,11.461,2.147,4.226
6.373,7.787,36.648,2.767,6.597
2.161,4.279,1.879,6.46,8.447
1.949,9.801,23.311,4.466,0.33
0.951,5.934,3.157,4.263,10.763
3.485,1.681,5.117,20.0,4.17
3.188,5.52,0.815,27.854,1.157
13.347,21.604,17.044,2.209,0.621
7.502,9.164,7.02,8.724,11.251
26.557,7.143,17.931,15.321,1.908
2.194,9.552,35.704,5.877,4.106
5.728,8.902,4.176,40.954,24.654
20.465,10.559,11.614,4.863,5.195
1.006,1.97,35.916,1.861,0.865
0.222,18.678,21.872,8.331,3.845
9.614,13.227,8.639,7.306,1.768
4.162,4.23,3.042,10.243,10.653
19.175,6.989,16.692,5.467,1.366
7.485,5.999,2.847,8.163,7.008
26.404,5.48,15.571,1.076,6.628
1.019,26.043,3.535,9.958,15.07
4.646,11.303,1.644,8.947,11.707
1.239,13.157,1.356,2.744,21.902
3.836,0.787,3.845,12.724,15.733
10.403,1.367,14.229,19.117,13.103
15.516,25.903,0.961,16.913,13.303
16.414,7.536,36.569,6.362,9.492
10.468,2.389,8.307,1.262,3.999
8.523,11.959,9.069,17.788,0.985
15.59,0.761,23.093,5.569,0.448
32.013,7.976,13.8,10.889,12.91
1.265,11.845,17.438,8.998,16.296
10.949,13.289,2.69,25.542,8.039
14.719,4.163,12.15,12.416,10.528
2.005,6.089,20.867,14.721,7.46
1.705,0.669,5.512,6.744,0.16
1.699,0.105,8.942,8.473,0.101
2.983,22.815,15.162,7.4,11.467
2.962,55.15,3.832,1.093,8.637
13.072,14.213,13.135,12.547,3.863
3.501,1.61,2.008,11.436,0.905
14.089,28.241,12.515,15.759,21.824
1.663,10.413,28.657,14.464,1.826
